"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
30,"30/05/2021","1st Round","Giron M.","Dimitrov G.",84,17,900,2521,1,2,4,1.25,5.07,1.21,5.07,1.26,4.52,1.21,3,3.66666666666667
30,"30/05/2021","1st Round","Djere L.","Moutet C.",55,73,1168,968,3,1,1.8,2,1.81,2.11,1.87,2.25,1.77,2.05,4,1.75
30,"30/05/2021","1st Round","Zverev A.","Otte O.",6,152,6990,485,3,2,1.04,13,1.05,14.47,1.05,18,1.03,12.73,5,4
30,"30/05/2021","1st Round","Davidovich Fokina A.","Kukushkin M.",46,106,1408,772,3,0,1.03,15,1.04,14.9,1.05,17.75,1.03,12.7,3,2.33333333333333
30,"30/05/2021","1st Round","Safiullin R.","Taberner C.",182,137,393,555,3,1,3.75,1.28,3.88,1.3,4.9,1.32,3.79,1.27,4,4
30,"30/05/2021","1st Round","Van De Zandschulp B.","Hurkacz H.",154,20,478,2498,3,2,2.37,1.57,2.65,1.55,2.66,1.61,2.48,1.55,5,2.4
30,"30/05/2021","1st Round","Tsitsipas S.","Chardy J.",5,60,7500,1123,3,0,1.02,17,1.02,21.59,1.04,25,1.01,16.8,3,3
30,"31/05/2021","1st Round","Sinner J.","Herbert P.H.",19,85,2500,897,3,2,1.11,6.5,1.14,6.77,1.18,7,1.12,6.3,5,2.4
30,"31/05/2021","1st Round","Johnson S.","Tiafoe F.",88,74,878,963,3,2,5,1.16,5.34,1.19,5.75,1.2,5.04,1.17,5,3
30,"31/05/2021","1st Round","Krajinovic F.","Marterer M.",41,215,1524,322,3,0,1.5,2.62,1.48,2.86,1.52,2.86,1.48,2.66,3,2.66666666666667
30,"31/05/2021","1st Round","Monteiro T.","Cerundolo F.",80,117,936,688,3,0,1.66,2.2,1.63,2.44,1.73,2.47,1.62,2.31,3,2.66666666666667
30,"31/05/2021","1st Round","Mager G.","Gojowczyk P.",87,134,879,566,3,1,2.62,1.5,1.05,9.71,1.48,8,1.28,5.34,4,2.75
30,"31/05/2021","1st Round","Isner J.","Querrey S.",34,67,1730,1023,3,0,1.28,3.75,1.26,4.39,1.29,4.39,1.25,3.95,3,2
30,"31/05/2021","1st Round","Delbonis F.","Albot R.",51,89,1225,870,3,1,1.14,5.5,1.2,5.32,1.2,5.8,1.17,5.13,4,5
30,"31/05/2021","1st Round","Ruud C.","Paire B.",16,40,2690,1544,3,1,1.05,11,1.06,12.51,1.06,15,1.05,11.37,4,3
30,"31/05/2021","1st Round","Norrie C.","Fratangelo B.",45,198,1430,354,3,0,1.2,4.5,1.24,4.56,1.25,5.1,1.21,4.43,3,2.33333333333333
30,"31/05/2021","1st Round","Paul T.","O Connell C.",52,129,1225,611,3,2,1.3,3.5,1.24,4.55,1.33,4.55,1.25,3.96,5,2.4
30,"31/05/2021","1st Round","Medvedev D.","Bublik A.",2,37,9793,1613,3,0,1.4,3,1.43,3.05,1.46,3.06,1.41,2.92,3,2.66666666666667
30,"31/05/2021","1st Round","Munar J.","Thompson J.",72,64,974,1042,3,1,1.08,8,1.14,6.73,1.14,8.5,1.1,7.24,4,2.25
30,"31/05/2021","1st Round","Opelka R.","Martin A.",35,108,1726,760,3,0,1.4,3,1.45,3,1.51,3,1.42,2.87,3,3
30,"31/05/2021","1st Round","Basilashvili N.","Lajovic D.",31,39,1785,1585,3,1,1.66,2.2,1.7,2.28,1.74,2.29,1.68,2.2,4,3.75
30,"31/05/2021","1st Round","Martinez P.","Korda S.",103,50,793,1289,3,0,3.4,1.33,3.42,1.37,3.84,1.38,3.33,1.33,3,3.33333333333333
30,"31/05/2021","1st Round","Alcaraz C.","Zapata Miralles B.",97,128,815,631,3,1,1.28,3.75,1.32,3.74,1.32,3.95,1.29,3.63,4,3.25
30,"31/05/2021","1st Round","Majchrzak K.","Cazaux A.",126,452,636,87,3,1,1.53,2.5,1.64,2.42,1.64,2.61,1.57,2.41,4,2.5
30,"31/05/2021","1st Round","Federer R.","Istomin D.",8,204,5605,343,3,0,1.12,6,1.12,7.76,1.13,7.76,1.11,6.64,3,3
30,"31/05/2021","1st Round","Harris L.","Sonego L.",54,28,1198,2132,3,0,5.5,1.14,6.75,1.14,6.75,1.17,5.8,1.14,3,2
30,"31/05/2021","1st Round","Cilic M.","Rinderknech A.",47,118,1388,677,3,0,1.72,2.1,1.77,2.18,1.8,2.2,1.73,2.12,3,3.33333333333333
30,"31/05/2021","1st Round","Fritz T.","Sousa J.",33,114,1760,714,3,0,1.12,6,1.18,5.59,1.18,6.75,1.14,5.89,3,2.66666666666667
30,"31/05/2021","1st Round","Koepfer D.","Bourgue M.",59,197,1134,359,3,0,1.25,4,1.26,4.29,1.28,4.4,1.24,4.08,3,2.66666666666667
30,"31/05/2021","1st Round","Musetti L.","Goffin D.",76,13,950,2875,3,0,1.66,2.2,1.75,2.2,1.76,2.3,1.71,2.16,3,3
30,"31/05/2021","1st Round","Nishioka Y.","Tsonga J.W.",57,77,1142,947,3,1,1.22,4.33,1.26,4.36,1.26,4.8,1.22,4.3,4,2.5
30,"01/06/2021","1st Round","Cecchinato M.","Uchiyama Y.",83,115,903,704,3,1,1.04,13,1.06,12.44,1.06,21,1.05,11.27,4,3.5
30,"01/06/2021","1st Round","Ymer M.","Carballes Baena R.",105,95,776,831,3,2,2.2,1.66,2.24,1.73,2.29,1.76,2.15,1.71,5,3.6
30,"01/06/2021","1st Round","De Minaur A.","Travaglia S.",22,78,2350,939,3,0,1.61,2.3,1.65,2.4,1.65,2.52,1.6,2.34,3,2.33333333333333
30,"01/06/2021","1st Round","Berankis R.","Humbert U.",93,32,839,1780,3,1,3.75,1.28,3.28,1.39,3.76,1.39,3.36,1.33,4,2.5
30,"01/06/2021","1st Round","Karatsev A.","Brooksby J.",26,163,2245,437,3,0,1.14,5.5,1.14,6.63,1.17,7,1.12,6.26,3,2.33333333333333
30,"01/06/2021","1st Round","Bedene A.","Mannarino A.",56,36,1166,1651,3,1,1.25,4,1.28,4.08,1.31,4.08,1.27,3.79,4,2.75
30,"01/06/2021","1st Round","Duckworth J.","Caruso S.",101,82,794,906,3,1,4,1.25,4.66,1.24,4.75,1.27,4.24,1.23,4,2.5
30,"01/06/2021","1st Round","Struff J.L.","Rublev A.",42,7,1500,6090,3,2,6.5,1.11,7.38,1.13,8.5,1.13,7.14,1.1,5,2.2
30,"01/06/2021","1st Round","Monfils G.","Ramos-Vinolas A.",15,38,2713,1595,3,1,2.3,1.61,2.22,1.74,2.59,1.77,2.21,1.67,4,2.5
30,"01/06/2021","1st Round","Seppi A.","Auger-Aliassime F.",98,21,811,2423,3,1,10,1.06,11.2,1.07,12.75,1.07,10.21,1.05,4,2
30,"01/06/2021","1st Round","Bagnis F.","Bonzi B.",104,116,778,693,3,0,1.72,2.1,1.83,2.09,1.87,2.19,1.78,2.04,3,2.33333333333333
30,"01/06/2021","1st Round","Kohlschreiber P.","Verdasco F.",132,99,572,795,3,1,1.72,2.1,1.74,2.22,1.78,2.28,1.7,2.16,4,2.75
30,"01/06/2021","1st Round","Nadal R.","Popyrin A.",3,63,9630,1052,3,0,1.01,23,1.01,29.38,1.02,34,1.01,21.96,3,2.66666666666667
30,"01/06/2021","1st Round","Coria F.","Lopez F.",94,62,838,1072,3,0,1.57,2.37,1.65,2.38,1.67,2.53,1.6,2.35,3,2.66666666666667
30,"01/06/2021","1st Round","Schwartzman D.","Lu Y.",10,680,3465,35,3,0,1.01,23,1.01,29.16,1.02,34,1.01,21.2,3,3.66666666666667
30,"01/06/2021","1st Round","Gasquet R.","Gaston H.",53,141,1213,531,3,0,1.72,2.1,1.75,2.2,1.82,2.29,1.72,2.14,3,3.66666666666667
30,"01/06/2021","1st Round","Berrettini M.","Daniel T.",9,113,3958,716,3,1,1.07,9,1.08,9.87,1.08,21,1.06,10.64,4,3
30,"01/06/2021","1st Round","Kwon S.W.","Anderson K.",91,100,854,795,3,1,2.75,1.44,2.95,1.46,3.2,1.46,2.91,1.41,4,2.25
30,"01/06/2021","1st Round","Cuevas P.","Pouille L.",92,86,846,892,3,0,1.4,3,1.47,2.93,1.53,3.06,1.43,2.85,3,3.66666666666667
30,"01/06/2021","1st Round","Djokovic N.","Sandgren T.",1,66,11313,1033,3,0,29,0.967,1.01,31.38,1.02,35,1.01,23.01,3,3.33333333333333
30,"02/06/2021","2nd Round","Delbonis F.","Andujar P.",51,68,1225,1020,3,2,1.66,2.2,1.77,2.18,1.82,2.3,1.73,2.13,5,3.4
30,"02/06/2021","2nd Round","Djere L.","Kecmanovic M.",55,48,1168,1384,3,2,1.66,2.2,1.72,2.25,1.81,2.32,1.69,2.18,5,2.8
30,"02/06/2021","2nd Round","Zverev A.","Safiullin R.",6,182,6990,393,3,0,1.03,15,1.03,18.81,1.07,21,1.03,13.58,3,1.66666666666667
30,"02/06/2021","2nd Round","Ruud C.","Majchrzak K.",16,126,2690,636,3,0,1.06,10,1.04,14.89,1.07,15,1.04,11.8,3,3
30,"02/06/2021","2nd Round","Laaksonen H.","Bautista Agut R.",150,11,498,3215,3,1,8,1.08,10.28,1.08,11,1.11,8.93,1.07,4,3.5
30,"02/06/2021","2nd Round","Davidovich Fokina A.","Van De Zandschulp B.",46,154,1408,478,3,2,1.2,4.5,1.19,5.43,1.23,5.5,1.18,4.93,5,2.4
30,"02/06/2021","2nd Round","Nishikori K.","Khachanov K.",49,25,1318,2280,3,2,1.9,1.9,1.99,1.91,2.22,2,1.95,1.87,5,2.8
30,"02/06/2021","2nd Round","Fognini F.","Fucsovics M.",29,44,1933,1456,3,0,1.72,2.1,1.83,2.09,1.87,2.37,1.78,2.06,3,3.33333333333333
30,"02/06/2021","2nd Round","Isner J.","Krajinovic F.",34,41,1730,1524,3,0,2,1.8,2.15,1.79,2.25,1.83,2.12,1.73,3,2.33333333333333
30,"02/06/2021","2nd Round","Opelka R.","Munar J.",35,72,1726,974,3,1,1.8,2,1.81,2.12,1.87,2.41,1.77,2.08,4,3
30,"02/06/2021","2nd Round","Giron M.","Pella G.",84,61,900,1114,3,1,2.75,1.44,2.76,1.51,2.98,1.52,2.66,1.48,4,2.25
30,"02/06/2021","2nd Round","Tsitsipas S.","Martinez P.",5,103,7500,793,3,0,1.05,11,1.03,19.82,1.05,22.04,1.02,14.76,3,2.66666666666667
30,"02/06/2021","2nd Round","Garin C.","Mcdonald M.",23,119,2350,675,3,2,1.28,3.75,1.28,4.08,1.3,4.45,1.25,3.94,5,2
30,"02/06/2021","2nd Round","Carreno Busta P.","Couacaud E.",12,177,3085,400,3,1,1.04,13,1.04,15.91,1.06,16,1.04,12.11,4,2.75
30,"02/06/2021","2nd Round","Johnson S.","Monteiro T.",88,80,878,936,3,2,5,1.16,4.73,1.23,6,1.23,4.85,1.18,5,2.2
30,"02/06/2021","2nd Round","Medvedev D.","Paul T.",2,52,9793,1225,3,1,1.28,3.75,1.35,3.53,1.38,3.84,1.31,3.46,4,3.25
30,"03/06/2021","2nd Round","Kwon S.W.","Seppi A.",91,98,854,811,3,0,1.8,2,1.83,2.09,1.91,2.32,1.78,2.06,3,2
30,"03/06/2021","2nd Round","Berrettini M.","Coria F.",9,94,3958,838,3,0,1.06,10,1.07,11.66,1.07,13.26,1.06,10.2,3,3.33333333333333
30,"03/06/2021","2nd Round","Kohlschreiber P.","Karatsev A.",132,26,572,2245,3,1,8,1.08,6.52,1.15,9,1.15,7.05,1.1,4,2.75
30,"03/06/2021","2nd Round","Schwartzman D.","Bedene A.",10,56,3465,1166,3,0,1.33,3.4,1.32,3.74,1.36,3.74,1.32,3.4,3,2.66666666666667
30,"03/06/2021","2nd Round","Ymer M.","Monfils G.",105,15,776,2713,3,1,2.75,1.44,2.99,1.45,3.52,1.48,2.97,1.4,4,3.75
30,"03/06/2021","2nd Round","Koepfer D.","Fritz T.",59,33,1134,1760,3,1,2.75,1.44,3,1.45,3.05,1.48,2.86,1.43,4,3
30,"03/06/2021","2nd Round","Musetti L.","Nishioka Y.",76,57,950,1142,3,0,1.44,2.75,1.51,2.76,1.61,2.93,1.47,2.68,3,3
30,"03/06/2021","2nd Round","Sinner J.","Mager G.",19,87,2500,879,3,1,1.12,6,1.16,6.17,1.16,8,1.14,5.8,4,3.25
30,"03/06/2021","2nd Round","Norrie C.","Harris L.",45,54,1430,1198,3,1,1.4,3,1.43,3.06,1.5,3.17,1.43,2.84,4,3
30,"03/06/2021","2nd Round","Berankis R.","Duckworth J.",93,101,839,794,3,1,1.44,2.75,1.47,2.9,1.5,3.18,1.45,2.76,4,3.25
30,"03/06/2021","2nd Round","Djokovic N.","Cuevas P.",1,92,11313,846,3,0,1.02,19,1.01,26.31,1.03,34,1.01,18.38,3,3
30,"03/06/2021","2nd Round","Cecchinato M.","De Minaur A.",83,22,903,2350,3,1,1.9,1.9,2,1.91,2.19,1.95,1.96,1.86,4,3.75
30,"03/06/2021","2nd Round","Federer R.","Cilic M.",8,47,5605,1388,3,1,1.53,2.5,1.48,2.86,1.53,3.3,1.43,2.84,4,3.25
30,"03/06/2021","2nd Round","Struff J.L.","Bagnis F.",42,104,1500,778,3,0,1.5,2.62,1.53,2.7,1.55,2.92,1.47,2.72,3,1.66666666666667
30,"03/06/2021","2nd Round","Alcaraz C.","Basilashvili N.",97,31,815,1785,3,0,1.72,2.1,1.65,2.4,1.75,2.4,1.68,2.21,3,2.66666666666667
30,"03/06/2021","2nd Round","Nadal R.","Gasquet R.",3,53,9630,1213,3,0,1.01,26,1.01,31.79,1.02,34,1.01,21.15,3,4
30,"04/06/2021","3rd Round","Davidovich Fokina A.","Ruud C.",46,16,1408,2690,3,2,4,1.25,4.01,1.29,4.2,1.32,3.79,1.27,5,2.8
30,"04/06/2021","3rd Round","Delbonis F.","Fognini F.",51,29,1225,1933,3,0,2.5,1.53,2.4,1.65,2.56,1.65,2.43,1.57,3,3.33333333333333
30,"04/06/2021","3rd Round","Nishikori K.","Laaksonen H.",49,150,1318,498,1,0,1.36,3.2,1.34,3.58,1.39,3.7,1.32,3.39,1,2
30,"04/06/2021","3rd Round","Zverev A.","Djere L.",6,55,6990,1168,3,0,1.16,5,1.17,5.85,1.21,6.44,1.16,5.4,3,3.33333333333333
30,"04/06/2021","3rd Round","Garin C.","Giron M.",23,84,2350,900,3,1,1.3,3.5,1.29,4.02,1.32,4.2,1.28,3.74,4,3.75
30,"04/06/2021","3rd Round","Carreno Busta P.","Johnson S.",12,88,3085,878,3,0,1.11,6.5,1.12,7.5,1.12,8,1.11,6.94,3,2.66666666666667
30,"04/06/2021","3rd Round","Medvedev D.","Opelka R.",2,35,9793,1726,3,0,1.3,3.5,1.29,4.06,1.33,4.2,1.27,3.86,3,2.66666666666667
30,"04/06/2021","3rd Round","Tsitsipas S.","Isner J.",5,34,7500,1730,3,1,1.14,5.5,1.13,7.18,1.16,7.18,1.13,6.13,4,2.75
30,"05/06/2021","3rd Round","Musetti L.","Cecchinato M.",76,83,950,903,3,2,1.61,2.3,1.71,2.27,1.71,2.47,1.65,2.25,5,2.8
30,"05/06/2021","3rd Round","Schwartzman D.","Kohlschreiber P.",10,132,3465,572,3,0,1.16,5,1.17,6.01,1.23,6.01,1.17,5.11,3,3.66666666666667
30,"05/06/2021","3rd Round","Struff J.L.","Alcaraz C.",42,97,1500,815,3,0,2.5,1.53,2.48,1.61,2.6,1.64,2.42,1.57,3,2.33333333333333
30,"05/06/2021","3rd Round","Sinner J.","Ymer M.",19,105,2500,776,3,0,1.12,6,1.14,6.67,1.17,6.85,1.13,6.16,3,3.33333333333333
30,"05/06/2021","3rd Round","Djokovic N.","Berankis R.",1,93,11313,839,3,0,29,0.967,1.01,32.24,1.01,34,1.01,21.85,3,4
30,"05/06/2021","3rd Round","Nadal R.","Norrie C.",3,45,9630,1430,3,0,1.02,19,1.02,22.35,1.03,22.35,1.02,15.87,3,3
30,"05/06/2021","3rd Round","Berrettini M.","Kwon S.W.",9,91,3958,854,3,0,1.07,9,1.07,10.78,1.09,11,1.07,9.06,3,2
30,"05/06/2021","3rd Round","Federer R.","Koepfer D.",8,59,5605,1134,3,1,1.3,3.5,1.32,3.71,1.36,4,1.31,3.52,4,1.25
30,"06/06/2021","4th Round","Tsitsipas S.","Carreno Busta P.",5,12,7500,3085,3,0,1.14,5.5,1.16,6.22,1.17,6.5,1.14,5.79,3,3
30,"06/06/2021","4th Round","Medvedev D.","Garin C.",2,23,9793,2350,3,0,1.36,3.2,1.36,3.44,1.4,3.44,1.36,3.18,3,3.66666666666667
30,"06/06/2021","4th Round","Davidovich Fokina A.","Delbonis F.",46,51,1408,1225,3,1,1.8,2,1.75,2.2,1.86,2.21,1.74,2.11,4,2
30,"06/06/2021","4th Round","Zverev A.","Nishikori K.",6,49,6990,1318,3,0,1.2,4.5,1.23,4.77,1.24,5.1,1.19,4.76,3,4
30,"07/06/2021","4th Round","Berrettini M.","Federer R.",9,8,3958,5605,NA,NA,1.23,9.71,1.23,4.09,NA,NA,NA,NA,0,NA
30,"07/06/2021","4th Round","Schwartzman D.","Struff J.L.",10,42,3465,1500,3,0,1.44,2.75,1.46,2.93,1.52,2.97,1.45,2.77,3,1.66666666666667
30,"07/06/2021","4th Round","Djokovic N.","Musetti L.",1,76,11313,950,2,2,1.05,11,1.04,17,1.05,19,1.03,13.59,4,4.25
30,"07/06/2021","4th Round","Nadal R.","Sinner J.",3,19,9630,2500,3,0,1.1,7,1.09,9.52,1.11,10.25,1.08,8.19,3,3.66666666666667
30,"08/06/2021","Quarterfinals","Zverev A.","Davidovich Fokina A.",6,46,6990,1408,3,0,1.12,6,1.14,6.9,1.16,7.25,1.12,6.37,3,4
30,"08/06/2021","Quarterfinals","Tsitsipas S.","Medvedev D.",5,2,7500,9793,3,0,1.44,2.75,1.4,3.22,1.54,3.22,1.41,2.94,3,2
30,"09/06/2021","Quarterfinals","Nadal R.","Schwartzman D.",3,10,9630,3465,3,1,1.06,10,1.06,12.13,1.08,16.5,1.05,10.82,4,3.25
30,"09/06/2021","Quarterfinals","Djokovic N.","Berrettini M.",1,9,11313,3958,3,1,1.16,5,1.17,5.87,1.2,6,1.17,5.2,4,2.5
30,"11/06/2021","Semifinals","Tsitsipas S.","Zverev A.",5,6,7500,6990,3,2,1.44,2.75,1.45,3,1.49,3.06,1.43,2.88,5,2.6
30,"11/06/2021","Semifinals","Djokovic N.","Nadal R.",1,3,11313,9630,3,1,3,1.4,2.8,1.5,3.16,1.5,2.95,1.41,4,2.75
30,"13/06/2021","The Final","Djokovic N.","Tsitsipas S.",1,5,11313,7500,3,2,1.4,3,1.45,2.97,1.45,3.5,1.38,3.11,5,2.8
32,"22/05/2022","1st Round","Dellien H.","Thiem D.",90,190,703,295,3,0,1.8,2,1.95,1.95,2.05,2,1.96,1.86,3,3
32,"22/05/2022","1st Round","Munar J.","Altmaier D.",87,53,710,970,3,1,1.4,3,1.4,3.21,1.45,3.21,1.4,2.94,4,3.25
32,"22/05/2022","1st Round","Coric B.","Taberner C.",279,85,183,720,3,1,1.9,1.9,1.83,2.1,2.03,2.1,1.85,1.97,4,3.75
32,"22/05/2022","1st Round","Dimitrov G.","Giron M.",21,49,1740,1011,3,0,1.14,5.5,1.15,6.39,1.17,6.39,1.14,5.7,3,5
32,"22/05/2022","1st Round","Bedene A.","O Connell C.",195,117,291,524,3,1,3.75,1.28,4.13,1.28,4.13,1.32,3.63,1.29,4,3
32,"22/05/2022","1st Round","Schwartzman D.","Kuznetsov An.",16,228,2505,237,3,1,1.07,9,1.1,8.96,1.13,11,1.08,8.08,4,3.5
32,"22/05/2022","1st Round","Barrere G.","Daniel T.",210,115,269,527,3,2,3.5,1.3,3.92,1.3,4.55,1.33,3.62,1.29,5,3.6
32,"22/05/2022","1st Round","Van De Zandschulp B.","Kotov P.",29,141,1344,443,3,1,1.28,3.75,1.27,3.79,1.32,4.33,1.26,3.88,4,3.25
32,"22/05/2022","1st Round","Isner J.","Halys Q.",26,84,1616,722,3,1,1.5,2.62,1.55,2.64,1.64,2.64,1.56,2.44,4,1.25
32,"22/05/2022","1st Round","Auger-Aliassime F.","Varillas J. P.",9,122,3820,504,3,2,1.16,5,1.15,6.39,1.2,7.4,1.15,5.52,5,3.8
32,"22/05/2022","1st Round","Cuevas P.","Brooksby J.",149,34,418,1207,3,0,3,1.4,3.19,1.41,3.38,1.41,3.05,1.38,3,4.33333333333333
32,"22/05/2022","1st Round","Griekspoor T.","Davidovich Fokina A.",58,28,949,1400,3,1,4,1.25,4.03,1.29,4.35,1.29,3.85,1.27,4,3.75
32,"22/05/2022","1st Round","Fognini F.","Popyrin A.",51,102,976,616,3,0,1.5,2.62,1.65,2.4,1.66,2.64,1.58,2.41,3,2
32,"22/05/2022","1st Round","Khachanov K.","Borges N.",25,135,1620,467,3,1,1.28,3.75,1.25,4.49,1.31,4.51,1.26,3.94,4,2.75
32,"22/05/2022","1st Round","Ramos-Vinolas A.","Kokkinakis T.",44,86,1058,718,3,1,2,1.8,2.07,1.85,2.14,1.95,1.98,1.83,4,1.75
32,"22/05/2022","1st Round","Ugo Carabelli C.","Karatsev A.",155,41,410,1128,3,2,2.2,1.66,2.43,1.63,2.43,1.72,2.28,1.63,5,2.2
32,"22/05/2022","1st Round","Zverev A.","Ofner S.",3,219,7075,255,3,0,1.05,11,1.04,15.9,1.05,16,1.04,12.73,3,2.66666666666667
32,"22/05/2022","1st Round","Kubler J.","Kudla D.",160,81,367,762,3,0,1.5,2.62,1.54,2.66,1.56,2.75,1.52,2.54,3,1
32,"22/05/2022","1st Round","Zapata Miralles B.","Mmoh M.",131,176,475,330,3,0,1.25,4,1.29,4.01,1.31,4.25,1.26,3.9,3,2
32,"22/05/2022","1st Round","Alcaraz C.","Londero J.I.",6,142,4648,442,3,0,1.02,19,1.005,34.86,1.02,34.86,1.01,20.85,3,4
32,"23/05/2022","1st Round","Gojo B.","Giannessi A.",223,173,249,334,3,2,1.72,2.1,1.79,2.15,1.83,2.34,1.75,2.09,5,1.4
32,"23/05/2022","1st Round","Krajinovic F.","Opelka R.",55,17,965,2180,3,0,2.2,1.66,2.17,1.78,2.3,1.78,2.21,1.68,3,2.66666666666667
32,"23/05/2022","1st Round","Fritz T.","Rodriguez Taverna S.",14,201,2920,287,3,2,1.12,6,1.17,5.82,1.17,7,1.15,5.57,5,2.2
32,"23/05/2022","1st Round","Baez S.","Lajovic D.",36,64,1178,896,3,1,1.33,3.4,1.33,3.64,1.41,3.74,1.33,3.36,4,2.75
32,"23/05/2022","1st Round","Nakashima B.","Majchrzak K.",75,79,827,775,3,2,2,1.8,2,1.91,2.19,1.91,1.98,1.83,5,2.6
32,"23/05/2022","1st Round","Basilashvili N.","Cressy M.",24,62,1628,914,3,2,1.3,3.5,1.34,3.57,1.38,3.92,1.32,3.43,5,2.4
32,"23/05/2022","1st Round","Norrie C.","Guinard M.",11,146,3455,429,3,0,1.08,8,1.12,7.63,1.12,11.42,1.08,8.3,3,4
32,"23/05/2022","1st Round","Moutet C.","Wawrinka S.",139,264,451,204,3,1,2.3,1.61,2.26,1.71,2.57,1.74,2.3,1.64,4,2.75
32,"23/05/2022","1st Round","Evans D.","Cerundolo F.",32,45,1232,1051,3,0,2,1.8,2.12,1.81,2.12,2,2.02,1.81,3,1.66666666666667
32,"23/05/2022","1st Round","Nadal R.","Thompson J.",5,82,5525,748,3,0,1.01,23,1.02,21.59,1.02,34,1.01,19.07,3,4
32,"23/05/2022","1st Round","Mcdonald M.","Agamenone F.",60,156,941,407,3,1,1.61,2.3,1.64,2.41,1.68,2.5,1.6,2.34,4,3.25
32,"23/05/2022","1st Round","Kecmanovic M.","Etcheverry T.",31,88,1316,710,3,0,1.11,6.5,1.1,8.39,1.14,8.49,1.1,7.04,3,2.66666666666667
32,"23/05/2022","1st Round","Cachin P.","Gombos N.",153,112,412,551,3,1,1.44,2.75,1.53,2.68,1.62,2.79,1.5,2.59,4,3.75
32,"23/05/2022","1st Round","Fucsovics M.","Blancaneaux G.",57,191,955,295,3,0,1.33,3.4,1.37,3.39,1.38,3.52,1.34,3.32,3,2.66666666666667
32,"23/05/2022","1st Round","Ymer M.","Duckworth J.",95,72,672,848,3,0,1.33,3.4,1.34,3.6,1.36,3.66,1.32,3.42,3,3.33333333333333
32,"23/05/2022","1st Round","Cilic M.","Balazs A.",23,262,1695,207,3,0,1.06,10,1.04,15.77,1.06,15.77,1.04,11.45,3,5
32,"23/05/2022","1st Round","Djokovic N.","Nishioka Y.",1,99,8660,654,3,0,1.01,26,1.01,33.62,1.01,34,1.01,21.46,3,4.66666666666667
32,"24/05/2022","1st Round","Sousa J.","Tseng C. H.",63,109,906,565,3,2,1.8,2,1.9,2.01,1.95,2.21,1.81,2.02,5,3
32,"24/05/2022","1st Round","Rune H.","Shapovalov D.",40,15,1159,2531,3,0,2,1.8,2.16,1.78,2.3,1.85,2.11,1.73,3,3
32,"24/05/2022","1st Round","Ruusuvuori E.","Humbert U.",61,46,920,1044,3,2,1.66,2.2,1.75,2.2,1.76,2.26,1.69,2.18,5,3
32,"24/05/2022","1st Round","Medvedev D.","Bagnis F.",2,103,7980,600,3,0,1.1,7,1.16,6.26,1.16,8,1.13,6.25,3,4
32,"24/05/2022","1st Round","Djere L.","Berankis R.",56,101,956,645,3,0,1.12,6,1.1,8.63,1.16,8.63,1.1,7.08,3,2
32,"24/05/2022","1st Round","Korda S.","Millman J.",30,91,1326,693,3,0,1.14,5.5,1.13,7.12,1.15,7.8,1.12,6.54,3,2.66666666666667
32,"24/05/2022","1st Round","Bublik A.","Rinderknech A.",42,68,1083,862,3,0,2.5,1.53,2.78,1.51,2.8,1.57,2.58,1.52,3,2.66666666666667
32,"24/05/2022","1st Round","Molcan A.","Coria F.",38,54,1163,967,3,1,1.44,2.75,1.49,2.85,1.51,2.85,1.46,2.74,4,2.75
32,"24/05/2022","1st Round","Gasquet R.","Harris L.",70,39,853,1160,3,0,1.5,2.62,1.56,2.57,1.62,2.78,1.51,2.57,3,3.33333333333333
32,"24/05/2022","1st Round","Garin C.","Paul T.",37,33,1168,1218,3,1,1.61,2.3,1.67,2.35,1.68,2.49,1.62,2.31,4,3.5
32,"24/05/2022","1st Round","Goffin D.","Lehecka J.",48,77,1023,801,3,1,1.36,3.2,1.42,3.13,1.44,3.6,1.38,3.05,4,2
32,"24/05/2022","1st Round","Ruud C.","Tsonga J.W.",8,297,3940,168,3,1,1.03,15,1.03,18.72,1.05,21,1.02,14.79,4,1.75
32,"24/05/2022","1st Round","Ivashka I.","Paire B.",50,78,1010,784,3,1,1.5,2.62,1.49,2.83,1.54,2.83,1.5,2.63,4,3
32,"24/05/2022","1st Round","Laaksonen H.","Martinez P.",96,43,668,1070,3,1,4,1.25,4.37,1.26,2.31,1.75,2.16,1.69,4,2.25
32,"24/05/2022","1st Round","Rublev A.","Kwon S.W.",7,71,3945,852,3,1,1.08,8,1.07,11.06,1.09,11.06,1.06,9.19,4,2.5
32,"24/05/2022","1st Round","Sonego L.","Gojowczyk P.",35,94,1190,672,3,0,1.08,8,1.07,10.74,1.1,10.74,1.07,9,3,4.33333333333333
32,"24/05/2022","1st Round","Delbonis F.","Mannarino A.",65,69,894,858,3,0,1.36,3.2,1.38,3.32,1.4,3.35,1.36,3.13,3,3.33333333333333
32,"24/05/2022","1st Round","Tiafoe F.","Bonzi B.",27,52,1599,971,3,0,1.53,2.5,1.59,2.53,1.67,2.53,1.59,2.38,3,1.66666666666667
32,"24/05/2022","1st Round","Gaston H.","De Minaur A.",74,20,828,1838,3,2,4.5,1.2,4.94,1.22,5.1,1.22,4.63,1.2,5,3.2
