"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
33,"28/05/15","2nd Round","Chardy J.","Isner J.",45,16,985,1980,3,1,2.5,1.5,2.73,1.52,2.8,1.52,2.62,1.48,4,2.5
33,"28/05/15","2nd Round","Sock J.","Carreno-Busta P.",37,61,1125,825,3,1,1.4,2.75,1.38,3.33,1.41,3.3,1.36,3.06,4,2
33,"28/05/15","2nd Round","Bolelli S.","Troicki V.",60,33,826,1217,3,0,1.53,2.37,1.68,2.33,1.68,2.4,1.62,2.26,3,3
33,"28/05/15","2nd Round","Anderson K.","Lu Y.H.",17,65,1970,754,3,1,1.11,6.5,1.11,8.03,1.15,8.03,1.11,6.29,4,2
33,"28/05/15","2nd Round","Ferrer D.","Gimeno-Traver D.",8,66,4490,746,3,0,1.02,17,1.03,20,1.04,21,1.02,15.16,3,4
33,"29/05/15","2nd Round","Gasquet R.","Berlocq C.",21,111,1625,480,3,2,1.1,7,1.12,7.45,1.12,7.8,1.09,7,5,3.6
33,"29/05/15","3rd Round","Nishikori K.","Becker B.",5,48,5220,965,NA,NA,1.01,23,1.02,25.5,1.03,25.9,1.02,16.87,0,NA
33,"29/05/15","3rd Round","Gabashvili T.","Rosol L.",74,43,677,1035,3,0,2,1.72,1.96,1.96,2.15,1.96,1.97,1.82,3,2
33,"29/05/15","3rd Round","Simon G.","Mahut N.",13,116,2210,469,3,2,1.1,7,1.13,7.66,1.13,8,1.1,6.66,5,2.8
33,"29/05/15","3rd Round","Federer R.","Dzumhur D.",2,88,9235,601,3,0,1.01,26,1.02,27.78,1.02,41,1.01,20.38,3,3
33,"29/05/15","3rd Round","Wawrinka S.","Johnson S.",9,56,3845,850,3,0,1.08,8,1.12,8.03,1.14,8.7,1.1,7.1,3,3
33,"29/05/15","3rd Round","Berdych T.","Paire B.",4,71,5230,698,3,1,1.07,9,1.09,9.6,1.11,9.6,1.08,8.03,4,2.75
33,"29/05/15","3rd Round","Monfils G.","Cuevas P.",14,23,2065,1502,3,2,1.36,3,1.43,3.14,1.43,3.46,1.38,3.04,5,2.2
33,"29/05/15","3rd Round","Tsonga J.W.","Andujar P.",15,42,2045,1050,3,0,1.25,3.75,1.32,3.79,1.33,4.07,1.29,3.59,3,2
33,"30/05/15","3rd Round","Murray A.","Kyrgios N.",3,30,7040,1250,3,0,1.1,7,1.12,7.82,1.13,8.5,1.1,6.83,3,3
33,"30/05/15","3rd Round","Cilic M.","Mayer L.",10,22,3370,1580,3,0,1.57,2.25,1.68,2.36,1.68,2.4,1.62,2.29,3,3
33,"30/05/15","3rd Round","Djokovic N.","Kokkinakis T.",1,84,13845,619,3,0,1.005,29,1.01,34,1.01,41.5,1.01,22.22,3,2
33,"30/05/15","3rd Round","Chardy J.","Goffin D.",45,18,985,1835,3,0,2.5,1.5,2.47,1.63,2.55,1.63,2.46,1.54,3,3
33,"30/05/15","3rd Round","Sock J.","Coric B.",37,46,1125,970,3,0,1.4,2.75,1.44,3.06,1.48,3.12,1.43,2.79,3,3.66666666666667
33,"30/05/15","3rd Round","Gasquet R.","Anderson K.",21,17,1625,1970,3,1,1.22,4,1.27,4.27,1.33,4.28,1.27,3.77,4,1.75
33,"30/05/15","3rd Round","Ferrer D.","Bolelli S.",8,60,4490,826,3,2,1.07,9,1.09,9.6,1.09,12,1.06,9.08,5,4.2
33,"30/05/15","3rd Round","Nadal R.","Kuznetsov An.",7,120,4570,465,3,0,1.01,26,1.01,31.3,1.02,50.75,1.01,21.01,3,4
33,"31/05/15","4th Round","Nishikori K.","Gabashvili T.",5,74,5220,677,3,0,1.08,8,1.12,8.01,1.13,8.01,1.09,7.4,3,3
33,"31/05/15","4th Round","Tsonga J.W.","Berdych T.",15,4,2045,5230,3,1,3,1.4,3.08,1.44,3.2,1.44,2.96,1.39,4,2.75
33,"31/05/15","4th Round","Wawrinka S.","Simon G.",9,13,3845,2210,3,0,1.3,3.5,1.35,3.58,1.36,3.7,1.31,3.41,3,3.66666666666667
33,"01/06/15","4th Round","Ferrer D.","Cilic M.",8,10,4490,3370,3,0,1.33,3.4,1.3,4,1.36,4,1.32,3.37,3,3.33333333333333
33,"01/06/15","4th Round","Murray A.","Chardy J.",3,45,7040,985,3,1,1.08,8,1.09,9.6,1.11,9.6,1.09,7.57,4,3
33,"01/06/15","4th Round","Federer R.","Monfils G.",2,14,9235,2065,3,1,1.33,3.4,1.36,3.5,1.39,3.75,1.33,3.29,4,3
33,"01/06/15","4th Round","Nadal R.","Sock J.",7,37,4570,1125,3,1,1.07,9,1.09,9.95,1.09,11.35,1.07,8.79,4,3.5
33,"01/06/15","4th Round","Djokovic N.","Gasquet R.",1,21,13845,1625,3,0,1.02,19,1.03,21,1.03,25,1.02,16.19,3,4
33,"02/06/15","Quarterfinals","Tsonga J.W.","Nishikori K.",15,5,2045,5220,3,2,3.75,1.28,3.9,1.31,3.9,1.45,3.55,1.3,5,3
33,"02/06/15","Quarterfinals","Wawrinka S.","Federer R.",9,2,3845,9235,3,0,2.75,1.44,2.95,1.47,3,1.5,2.78,1.44,3,2
33,"03/06/15","Quarterfinals","Djokovic N.","Nadal R.",1,7,13845,4570,3,0,1.33,3.4,1.35,3.55,1.45,3.55,1.35,3.24,3,3.33333333333333
33,"03/06/15","Quarterfinals","Murray A.","Ferrer D.",3,8,7040,4490,3,1,1.53,2.5,1.62,2.48,1.62,2.65,1.55,2.46,4,3
33,"05/06/15","Semifinals","Wawrinka S.","Tsonga J.W.",9,15,3845,2045,3,1,1.44,2.75,1.49,2.92,1.5,3.2,1.43,2.84,4,1.75
33,"06/06/15","Semifinals","Djokovic N.","Murray A.",1,3,13845,7040,3,2,1.16,5,1.18,5.87,1.2,6,1.16,5.18,5,3
33,"07/06/15","The Final","Wawrinka S.","Djokovic N.",9,1,3845,13845,3,1,6,1.12,6.87,1.15,7,1.25,5.88,1.14,4,2.25
33,"22/05/16","1st Round","Kyrgios N.","Cecchinato M.",19,124,1855,478,3,0,1.02,17,1.03,18.6,1.04,20,1.02,13.93,3,1.33333333333333
33,"22/05/16","1st Round","Paire B.","Albot R.",21,137,1641,423,3,2,1.14,5,1.17,6.02,1.2,6.02,1.16,5.11,5,3
33,"22/05/16","1st Round","Sijsling I.","Ungur A.",123,203,484,264,3,0,2.1,1.66,2.12,1.81,2.38,1.81,2.17,1.68,3,3.33333333333333
33,"22/05/16","1st Round","Gabashvili T.","Young D.",79,76,706,712,3,0,1.72,2,1.88,2.02,1.88,2.2,1.76,2.05,3,2.66666666666667
33,"22/05/16","1st Round","Kuznetsov An.","Becker B.",40,96,1063,600,3,0,1.08,8,1.1,8.67,1.11,9,1.09,7.47,3,3.33333333333333
33,"23/05/16","1st Round","Wawrinka S.","Rosol L.",4,59,6315,815,3,2,1.07,9,1.06,10.28,1.07,11,1.06,9.12,5,3
33,"23/05/16","1st Round","Pavlasek A.","Carballes Baena R.",132,114,442,523,3,2,2.37,1.53,2.16,1.78,2.45,1.78,2.31,1.61,5,3.8
33,"23/05/16","1st Round","Chardy J.","Mayer L.",32,68,1265,755,3,1,1.66,2.1,1.75,2.2,1.73,2.2,1.7,2.13,4,2.75
33,"23/05/16","1st Round","Troicki V.","Dimitrov G.",24,36,1535,1150,3,2,2.37,1.53,2.57,1.57,2.63,1.59,2.44,1.55,5,2.8
33,"23/05/16","1st Round","Daniel T.","Klizan M.",93,45,614,960,2,2,1.4,2.75,1.39,3.28,1.48,3.28,1.43,2.79,4,3
33,"23/05/16","1st Round","Mannarino A.","Kukushkin M.",58,83,825,699,3,1,2.2,1.61,2.14,1.79,2.2,1.79,2.07,1.73,4,3
33,"23/05/16","1st Round","Lajovic D.","Kudla D.",81,53,701,855,3,0,1.57,2.25,1.58,2.54,1.58,2.6,1.54,2.47,3,2.66666666666667
33,"23/05/16","1st Round","Raonic M.","Tipsarevic J.",9,680,2785,38,3,0,1.02,19,1.03,20.5,1.03,19.74,1.02,14.21,3,2.66666666666667
33,"23/05/16","1st Round","Dodig I.","Youzhny M.",77,78,708,707,3,2,1.53,2.37,1.68,2.34,1.68,2.4,1.61,2.29,5,2.6
33,"23/05/16","1st Round","Brown D.","Sela D.",116,62,520,781,3,2,1.44,2.62,1.56,2.6,1.56,2.75,1.49,2.58,5,1.6
33,"23/05/16","1st Round","Karlovic I.","Montanes A.",28,98,1280,592,3,0,2,1.72,2.14,1.79,2.14,1.83,2.04,1.75,3,2
33,"23/05/16","1st Round","Thompson J.","Djere L.",94,215,608,249,3,0,2.37,1.53,2.38,1.62,2.5,1.65,2.31,1.59,3,2.33333333333333
33,"23/05/16","1st Round","Pella G.","Schwartzman D.",48,63,899,781,3,1,1.72,2,1.69,2.3,1.75,2.3,1.68,2.15,4,3.5
33,"23/05/16","1st Round","Sock J.","Haase R.",25,86,1505,685,3,2,1.14,5.5,1.18,5.63,1.2,6,1.17,4.99,5,2.6
33,"23/05/16","1st Round","Simon G.","Dutra Silva R.",18,463,1945,82,3,0,1.12,6,1.15,6.35,1.16,6.35,1.13,5.77,3,2.33333333333333
33,"23/05/16","1st Round","Verdasco F.","Johnson S.",52,34,855,1190,3,0,1.3,3.4,1.33,3.64,1.35,3.64,1.31,3.36,3,2
33,"23/05/16","1st Round","Nishikori K.","Bolelli S.",6,115,4470,522,3,0,1.02,19,1.02,22.73,1.03,24,1.02,16.28,3,3.33333333333333
33,"23/05/16","1st Round","Bourgue M.","Samper-Montana J.",164,216,326,249,3,0,1.66,2.1,1.68,2.33,1.8,2.33,1.73,2.08,3,1.33333333333333
33,"23/05/16","1st Round","Trungelliti M.","Cilic M.",166,10,323,2775,3,1,9,1.07,13.89,1.05,13.89,1.08,9.57,1.06,4,2.5
33,"23/05/16","1st Round","Ramos-Vinolas A.","Zeballos H.",55,89,853,641,3,1,1.18,4.5,1.17,6.02,1.21,6.02,1.17,4.96,4,3.25
33,"23/05/16","1st Round","Edmund K.","Basilashvili N.",82,104,701,563,3,1,1.53,2.37,1.66,2.37,1.7,2.4,1.61,2.29,4,2.25
33,"23/05/16","1st Round","Martin A.","Munoz De La Nava D.",133,105,438,561,3,1,2.5,1.5,2.62,1.56,2.65,1.57,2.51,1.52,4,2.75
33,"23/05/16","1st Round","Fratangelo B.","Querrey S.",103,37,567,1135,3,1,3,1.36,3.05,1.43,3.4,1.44,2.95,1.39,4,3
33,"23/05/16","1st Round","Gasquet R.","Bellucci T.",12,57,2725,825,3,0,1.14,5.5,1.18,5.76,1.22,5.8,1.15,5.26,3,3.33333333333333
33,"24/05/16","1st Round","Coric B.","Fritz T.",47,67,935,758,3,0,1.28,3.5,1.31,3.85,1.33,3.85,1.29,3.51,3,3.66666666666667
33,"24/05/16","1st Round","Jaziri M.","Mayer F.",72,236,751,229,3,1,1.61,2.2,1.68,2.34,1.68,2.34,1.64,2.23,4,3.5
33,"24/05/16","1st Round","Bedene A.","Melzer G.",66,129,765,452,3,1,1.44,2.62,1.55,2.64,1.55,2.65,1.49,2.58,4,2.25
33,"24/05/16","1st Round","Berdych T.","Pospisil V.",8,46,2850,955,3,0,1.07,9,1.08,9.87,1.09,9.87,1.07,8.28,3,4
33,"24/05/16","1st Round","Tomic B.","Baker B.",22,662,1625,40,3,0,1.36,3,1.39,3.28,1.44,3.28,1.36,3.06,3,2.33333333333333
33,"24/05/16","1st Round","Estrella Burgos V.","Marchenko I.",87,71,670,751,3,0,1.5,2.5,1.59,2.52,1.59,2.62,1.53,2.47,3,2.33333333333333
33,"24/05/16","1st Round","Thiem D.","Cervantes I.",15,69,2430,755,3,1,1.06,10,1.05,13.89,1.06,13.89,1.05,10.52,4,3.5
33,"24/05/16","1st Round","Lopez F.","Fabbiano T.",23,117,1550,518,3,1,1.22,4,1.24,4.55,1.29,4.55,1.24,3.99,4,2.75
33,"24/05/16","1st Round","Darcis S.","Ilhan M.",161,198,331,275,3,0,1.36,3,1.42,3.14,1.44,3.2,1.38,2.99,3,3.66666666666667
33,"24/05/16","1st Round","Nadal R.","Groth S.",5,100,5675,585,3,0,1.005,34,1.01,41,1.01,49.75,1.01,23.44,3,5
33,"24/05/16","1st Round","Pouille L.","Benneteau J.",31,548,1266,59,3,1,1.16,5,1.21,5.11,1.27,5.11,1.2,4.49,4,2
33,"24/05/16","1st Round","Isner J.","Millman J.",17,61,1965,796,3,1,1.16,5,1.21,5,1.21,5.25,1.18,4.74,4,1.25
33,"24/05/16","1st Round","Murray A.","Stepanek R.",2,128,8435,459,3,2,1.02,19,1.02,21.68,1.03,27.25,1.02,16.32,5,3.4
33,"24/05/16","1st Round","Halys Q.","Chung H.",154,111,347,547,3,0,1.66,2.1,1.87,2.04,1.93,2.15,1.79,2.01,3,3
33,"24/05/16","1st Round","Bagnis F.","De Schepper K.",99,143,590,383,3,0,1.66,2.1,1.68,2.33,1.8,2.33,1.66,2.19,3,3.66666666666667
33,"24/05/16","1st Round","Carreno Busta P.","Delbonis F.",43,35,995,1165,3,1,2.37,1.53,2.41,1.64,2.45,1.64,2.34,1.58,4,1.5
33,"24/05/16","1st Round","Cuevas P.","Kamke T.",27,155,1450,342,3,1,1.11,6.5,1.11,8.2,1.13,8.5,1.1,6.93,4,2.75
33,"24/05/16","1st Round","Sousa J.","Dzumhur D.",29,73,1275,747,3,1,1.53,2.37,1.75,2.2,1.75,2.45,1.61,2.3,4,2.25
33,"24/05/16","1st Round","Garcia-Lopez G.","De Bakker T.",51,120,865,506,3,1,1.18,4.5,1.31,3.85,1.31,4.75,1.23,4.14,4,1.75
33,"24/05/16","1st Round","Djokovic N.","Lu Y.H.",1,95,16150,602,3,0,1,51,1.01,71,1.01,71,1.01,29.7,3,4
33,"24/05/16","1st Round","Baghdatis M.","Muller G.",39,42,1067,1020,3,0,1.33,3.25,1.43,3.05,1.43,3.25,1.38,2.99,3,3
33,"24/05/16","1st Round","Almagro N.","Kohlschreiber P.",49,26,899,1485,3,1,2.75,1.4,3.3,1.37,3.3,1.5,2.72,1.45,4,3
33,"24/05/16","1st Round","Mahut N.","Berankis R.",44,50,976,885,3,0,1.57,2.25,1.72,2.25,1.83,2.48,1.61,2.28,3,3.33333333333333
33,"24/05/16","1st Round","Bautista Agut R.","Tursunov D.",16,480,2015,75,3,0,1.02,17,1.04,15.92,1.05,17,1.03,13.27,3,3.66666666666667
33,"24/05/16","1st Round","Vesely J.","Ram R.",60,70,815,752,3,1,1.11,6.5,1.18,5.63,1.18,6.5,1.15,5.41,4,2.75
33,"24/05/16","1st Round","Robert S.","Anderson K.",90,20,628,1840,3,1,2.75,1.4,2.97,1.45,3,1.48,2.85,1.41,4,3.25
33,"24/05/16","1st Round","Granollers M.","Fognini F.",56,33,844,1205,3,0,2.75,1.4,2.86,1.48,2.86,1.51,2.67,1.46,3,2.33333333333333
33,"24/05/16","1st Round","Ferrer D.","Donskoy E.",11,75,2740,713,3,0,1.05,11,1.06,12.52,1.06,13,1.05,10.57,3,5
33,"24/05/16","1st Round","Tsonga J.W.","Struff J.L.",7,101,3355,578,3,0,1.12,6,1.17,5.91,1.17,6.14,1.13,5.65,3,2.33333333333333
33,"24/05/16","1st Round","Mathieu P.H.","Giraldo S.",65,122,771,499,3,2,1.57,2.25,1.65,2.4,1.66,2.5,1.59,2.33,5,2.6
33,"24/05/16","1st Round","Monaco J.","Istomin D.",92,64,620,771,3,1,1.28,3.5,1.17,6.13,1.32,6.15,1.27,3.69,4,2.5
33,"24/05/16","1st Round","Berlocq C.","Lorenzi P.",126,54,462,855,3,0,1.72,2,1.81,2.11,1.86,2.11,1.81,1.97,3,4.33333333333333
33,"24/05/16","1st Round","Gulbis E.","Seppi A.",80,38,701,1095,3,0,1.72,2,1.9,2.01,1.92,2.02,1.86,1.92,3,2.33333333333333
33,"24/05/16","1st Round","Goffin D.","Barrere G.",13,242,2570,223,3,0,1.01,26,1.02,24.52,1.02,27.25,1.01,18.36,3,2.66666666666667
33,"25/05/16","1st Round","Zverev A.","Herbert P.H.",41,84,1060,695,3,1,1.3,3.4,1.32,3.79,1.33,3.79,1.3,3.51,4,2.25
33,"25/05/16","2nd Round","Karlovic I.","Thompson J.",28,94,1280,608,3,2,1.44,2.62,1.53,2.7,1.53,2.8,1.47,2.63,5,1.6
33,"25/05/16","2nd Round","Verdasco F.","Dodig I.",52,77,855,708,3,0,1.22,4,1.27,4.22,1.27,4.5,1.22,4.44,3,4
33,"25/05/16","2nd Round","Nishikori K.","Kuznetsov An.",6,40,4470,1063,3,0,1.07,9,1.08,10.16,1.08,10.25,1.06,8.92,3,3
33,"25/05/16","2nd Round","Sock J.","Brown D.",25,116,1505,520,3,0,1.18,4.5,1.24,4.65,1.25,4.65,1.21,4.26,3,2.66666666666667
33,"25/05/16","2nd Round","Gabashvili T.","Paire B.",79,21,706,1641,3,1,2.75,1.4,2.94,1.46,3,1.49,2.78,1.43,4,3.5
33,"25/05/16","2nd Round","Wawrinka S.","Daniel T.",4,93,6315,614,3,0,1.02,17,1.03,20.5,1.03,20.5,1.02,14.72,3,2
33,"25/05/16","2nd Round","Chardy J.","Pavlasek A.",32,132,1265,442,3,0,1.11,6.5,1.13,7.5,1.14,7.5,1.12,6.34,3,2.66666666666667
33,"25/05/16","2nd Round","Ramos-Vinolas A.","Trungelliti M.",55,166,853,323,3,0,1.22,4,1.27,4.26,1.29,4.32,1.25,3.87,3,2.33333333333333
33,"25/05/16","2nd Round","Murray A.","Bourgue M.",2,164,8435,326,3,2,1.005,34,1.01,41,1.01,51,1.01,22.81,5,3.4
33,"25/05/16","2nd Round","Isner J.","Edmund K.",17,82,1965,701,3,0,1.57,2.25,1.65,2.4,1.65,2.45,1.58,2.35,3,2
33,"25/05/16","2nd Round","Kyrgios N.","Sijsling I.",19,123,1855,484,3,0,1.03,15,1.04,15.92,1.04,17,1.03,13.28,3,4
33,"25/05/16","2nd Round","Simon G.","Pella G.",18,48,1945,899,3,2,1.36,3,1.42,3.11,1.43,3.11,1.38,2.97,5,2.4
33,"25/05/16","2nd Round","Troicki V.","Lajovic D.",24,81,1535,701,2,1,1.36,3,1.5,2.8,1.5,3.2,1.41,2.85,3,3.33333333333333
33,"25/05/16","2nd Round","Gasquet R.","Fratangelo B.",12,103,2725,567,3,0,1.05,11,1.08,10.44,1.08,11.5,1.06,9.52,3,3
33,"25/05/16","2nd Round","Martin A.","Pouille L.",133,31,438,1266,3,0,5.5,1.14,5.85,1.17,5.85,1.17,5.33,1.15,3,2.66666666666667
33,"25/05/16","2nd Round","Raonic M.","Mannarino A.",9,58,2785,825,3,0,1.07,9,1.08,10.16,1.08,10.16,1.07,8.51,3,3.66666666666667
33,"26/05/16","2nd Round","Bedene A.","Carreno Busta P.",66,43,765,995,3,2,4,1.22,3.9,1.3,4.33,1.3,3.86,1.25,5,2.4
33,"26/05/16","2nd Round","Cuevas P.","Halys Q.",27,154,1450,347,3,0,1.14,5.5,1.16,6.16,1.17,6.55,1.14,5.5,3,1.66666666666667
33,"26/05/16","2nd Round","Berdych T.","Jaziri M.",8,72,2850,751,3,1,1.05,11,1.08,10.44,1.08,12.1,1.06,9.69,4,3.75
33,"26/05/16","2nd Round","Gulbis E.","Sousa J.",80,29,701,1275,3,0,2.2,1.61,2.2,1.75,2.25,1.75,2.13,1.7,3,3
33,"26/05/16","2nd Round","Thiem D.","Garcia-Lopez G.",15,51,2430,865,3,0,1.2,4.33,1.2,5.24,1.2,5.24,1.18,4.77,3,1.66666666666667
33,"26/05/16","2nd Round","Bautista Agut R.","Mathieu P.H.",16,65,2015,771,3,0,1.16,5,1.21,5.12,1.21,5.25,1.18,4.81,3,2.66666666666667
33,"26/05/16","2nd Round","Nadal R.","Bagnis F.",5,99,5675,590,3,0,1.005,34,1.01,31,1.01,42.25,1.01,22.38,3,4
33,"26/05/16","2nd Round","Coric B.","Tomic B.",47,22,935,1625,3,1,1.18,4.5,1.26,4.34,1.26,4.6,1.22,4.23,4,2.25
33,"26/05/16","2nd Round","Djokovic N.","Darcis S.",1,161,16150,331,3,0,1.005,34,1.01,41,1.01,52.25,1.01,23,3,2.33333333333333
33,"26/05/16","2nd Round","Zverev A.","Robert S.",41,90,1060,628,3,1,1.3,3.4,1.4,3.22,1.4,3.4,1.34,3.22,4,3.75
33,"26/05/16","2nd Round","Tsonga J.W.","Baghdatis M.",7,39,3355,1067,3,2,1.12,6,1.14,6.93,1.17,6.93,1.12,5.95,5,3
33,"26/05/16","2nd Round","Goffin D.","Berlocq C.",13,126,2570,462,3,0,1.12,6,1.16,6.16,1.16,6.4,1.13,5.87,3,3
33,"26/05/16","2nd Round","Granollers M.","Mahut N.",56,44,844,976,2,0,1.36,3,1.45,3,1.46,3.1,1.4,2.89,2,4
33,"26/05/16","2nd Round","Almagro N.","Vesely J.",49,60,899,815,3,0,1.36,3,1.47,2.9,1.48,3,1.42,2.8,3,2.33333333333333
33,"26/05/16","2nd Round","Lopez F.","Estrella Burgos V.",23,87,1550,670,3,0,1.36,3,1.44,3.01,1.44,3.05,1.4,2.92,3,2.33333333333333
33,"26/05/16","2nd Round","Ferrer D.","Monaco J.",11,92,2740,620,3,1,1.3,3.4,1.36,3.35,1.36,3.55,1.33,3.26,4,2.5
33,"27/05/16","3rd Round","Raonic M.","Martin A.",9,133,2785,438,3,0,1.03,15,1.04,16.32,1.04,18.5,1.03,13.7,3,2.66666666666667
33,"27/05/16","3rd Round","Ramos-Vinolas A.","Sock J.",55,25,853,1505,3,2,2.62,1.5,2.7,1.54,2.7,1.56,2.56,1.5,5,1.8
33,"27/05/16","3rd Round","Murray A.","Karlovic I.",2,28,8435,1280,3,0,1.06,10,1.08,10.36,1.08,11.44,1.06,9.05,3,2.66666666666667
33,"27/05/16","3rd Round","Nishikori K.","Verdasco F.",6,52,4470,855,3,2,1.12,6,1.15,6.55,1.17,6.79,1.13,5.8,5,2.8
33,"27/05/16","3rd Round","Gasquet R.","Kyrgios N.",12,19,2725,1855,3,0,2.1,1.72,2.17,1.79,2.17,1.91,2.07,1.75,3,3
33,"27/05/16","3rd Round","Isner J.","Gabashvili T.",17,79,1965,706,3,2,1.5,2.62,1.53,2.74,1.61,2.76,1.51,2.54,5,2.6
33,"27/05/16","3rd Round","Wawrinka S.","Chardy J.",4,32,6315,1265,3,0,1.14,5.5,1.18,5.77,1.19,5.77,1.16,5.26,3,2.33333333333333
33,"27/05/16","3rd Round","Troicki V.","Simon G.",24,18,1535,1945,3,0,3.4,1.33,3.67,1.34,3.68,1.38,3.36,1.32,3,3.33333333333333
33,"28/05/16","3rd Round","Granollers M.","Nadal R.",56,5,844,5675,NA,NA,19,1.02,22.73,1.03,25,1.03,16.82,1.02,0,NA
33,"28/05/16","3rd Round","Thiem D.","Zverev A.",15,41,2430,1060,3,1,1.22,4.33,1.24,4.72,1.27,4.72,1.22,4.2,4,2.5
33,"28/05/16","3rd Round","Ferrer D.","Lopez F.",11,23,2740,1550,3,0,1.16,5,1.19,5.61,1.21,5.61,1.17,4.95,3,2.66666666666667
33,"28/05/16","3rd Round","Goffin D.","Almagro N.",13,49,2570,899,3,2,1.44,2.75,1.49,2.87,1.53,2.87,1.46,2.68,5,3
33,"28/05/16","3rd Round","Gulbis E.","Tsonga J.W.",80,7,701,3355,0,0,2.75,1.44,2.8,1.51,2.9,1.51,2.7,1.45,0,Inf
33,"28/05/16","3rd Round","Berdych T.","Cuevas P.",8,27,2850,1450,3,1,1.61,2.3,1.7,2.31,1.71,2.38,1.63,2.25,4,2.5
33,"28/05/16","3rd Round","Bautista Agut R.","Coric B.",16,47,2015,935,3,0,1.4,3,1.41,3.21,1.44,3.25,1.37,3.01,3,3.33333333333333
33,"28/05/16","3rd Round","Djokovic N.","Bedene A.",1,66,16150,765,3,0,1.005,34,1.01,41,1.02,41,1.01,22.03,3,3.33333333333333
33,"29/05/16","4th Round","Ramos-Vinolas A.","Raonic M.",55,9,853,2785,3,0,4.5,1.2,5.01,1.22,5.5,1.23,4.55,1.19,3,2.66666666666667
33,"29/05/16","4th Round","Wawrinka S.","Troicki V.",4,24,6315,1535,3,1,1.1,7,1.12,8.03,1.14,8.03,1.11,6.67,4,2.25
33,"29/05/16","4th Round","Murray A.","Isner J.",2,17,8435,1965,3,0,1.08,8,1.09,9.81,1.1,10,1.08,8.22,3,2
33,"29/05/16","4th Round","Gasquet R.","Nishikori K.",12,6,2725,4470,3,1,3,1.4,3.22,1.41,3.22,1.46,2.97,1.4,4,3
33,"01/06/16","4th Round","Djokovic N.","Bautista Agut R.",1,16,16150,2015,3,1,1.01,21,1.03,14.73,1.02,25.49,1.01,17.46,4,3
33,"01/06/16","4th Round","Goffin D.","Gulbis E.",13,80,2570,701,3,1,1.33,3.4,1.51,2.65,1.35,3.75,1.3,3.45,4,3.25
33,"01/06/16","4th Round","Berdych T.","Ferrer D.",8,11,2850,2740,3,0,2.2,1.66,2.23,1.69,2.3,1.78,2.15,1.69,3,2.66666666666667
33,"01/06/16","4th Round","Thiem D.","Granollers M.",15,56,2430,844,3,1,1.1,7,1.23,4.44,1.11,9,1.09,7.24,4,3
33,"01/06/16","Quarterfinals","Murray A.","Gasquet R.",2,12,8435,2725,3,1,1.33,3.5,1.35,3.61,1.36,3.75,1.32,3.4,4,3.25
33,"01/06/16","Quarterfinals","Wawrinka S.","Ramos-Vinolas A.",4,55,6315,853,3,0,1.11,6.5,1.12,7.66,1.13,7.66,1.11,6.55,3,3.33333333333333
33,"02/06/16","Quarterfinals","Thiem D.","Goffin D.",15,13,2430,2570,3,1,1.53,2.5,1.67,2.37,1.7,2.5,1.59,2.36,4,2.5
33,"02/06/16","Quarterfinals","Djokovic N.","Berdych T.",1,8,16150,2850,3,0,1.06,10,1.07,9.9,1.1,11.45,1.07,9.05,3,2.66666666666667
33,"03/06/16","Semifinals","Djokovic N.","Thiem D.",1,15,16150,2430,3,0,1.08,8,1.11,8.75,1.12,8.75,1.09,7.62,3,3.66666666666667
33,"03/06/16","Semifinals","Murray A.","Wawrinka S.",2,4,8435,6315,3,1,1.72,2.1,1.8,2.18,1.82,2.2,1.75,2.07,4,3
33,"05/06/16","The Final","Djokovic N.","Murray A.",1,2,16150,8435,3,1,1.3,3.5,1.35,3.67,1.35,3.8,1.32,3.48,4,3.5
33,"28/05/17","1st Round","Zeballos H.","Mannarino A.",65,54,793,871,3,0,2,1.8,2.09,1.83,2.09,1.91,1.98,1.82,3,2.33333333333333
33,"28/05/17","1st Round","Garcia-Lopez G.","Muller G.",153,27,372,1530,3,1,3,1.4,3.22,1.4,3.22,1.46,2.97,1.45,4,2.5
33,"28/05/17","1st Round","Ramos-Vinolas A.","Copil M.",20,94,2065,577,3,1,1.2,4.5,1.22,4.85,1.23,4.85,1.21,4.41,4,3
33,"28/05/17","1st Round","Bonzi B.","Medvedev D.",266,66,198,782,2,1,2.75,1.44,2.95,1.46,2.95,1.48,2.76,1.44,3,3.66666666666667
33,"28/05/17","1st Round","Daniel T.","Janowicz J.",102,164,544,345,3,0,1.72,2.1,1.69,2.3,1.77,2.31,1.68,2.17,3,2
33,"28/05/17","1st Round","Carreno Busta P.","Mayer F.",21,44,2045,967,3,0,1.08,8,1.09,9.35,1.17,9.35,1.08,7.84,3,3.33333333333333
33,"28/05/17","1st Round","Dimitrov G.","Robert S.",13,114,2900,490,3,0,1.01,17,1.03,17.65,1.04,17.65,1.03,13.69,3,3
33,"28/05/17","1st Round","Karlovic I.","Tsitsipas S.",24,205,1820,264,3,0,1.66,2.2,1.75,2.2,1.75,2.33,1.69,2.16,3,1.66666666666667
33,"28/05/17","1st Round","Kukushkin M.","Sandgren T.",85,113,630,494,3,0,1.44,2.75,1.5,2.8,1.5,2.88,1.44,2.74,3,3.66666666666667
