"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
32,"30/05/2019","2nd Round","Fognini F.","Delbonis F.",12,75,2785,731,6,4,3,6,6,3,6,3,NA,NA,3,1,1.44,2.75,1.48,2.87,1.48,2.92,1.45,2.76
32,"31/05/2019","2nd Round","Klizan M.","Pouille L.",55,26,883,1385,7,6,2,6,6,3,3,6,9,7,3,2,3,1.4,3.1,1.43,3.1,1.5,2.87,1.43
32,"31/05/2019","3rd Round","Nishikori K.","Djere L.",7,32,3860,1314,6,4,6,7,6,3,4,6,8,6,3,2,1.3,3.5,1.32,3.79,1.35,3.82,1.3,3.54
32,"31/05/2019","3rd Round","Paire B.","Carreno Busta P.",38,57,1168,860,6,2,4,6,7,6,NA,NA,NA,NA,2,1,2.3,1.61,2.27,1.71,2.51,1.71,2.3,1.63
32,"31/05/2019","3rd Round","Federer R.","Ruud C.",3,63,5950,810,6,3,6,1,7,6,NA,NA,NA,NA,3,0,1.11,6.5,1.14,6.87,1.15,7.45,1.12,6.4
32,"31/05/2019","3rd Round","Mayer L.","Mahut N.",68,252,770,182,3,6,7,6,6,4,7,6,NA,NA,3,1,1.25,4,1.25,4.48,1.3,4.5,1.24,4.09
32,"31/05/2019","3rd Round","Londero J.I.","Moutet C.",78,110,695,515,2,6,6,3,6,4,5,7,6,4,3,2,1.57,2.37,1.64,2.42,1.64,2.55,1.58,2.42
32,"31/05/2019","3rd Round","Nadal R.","Goffin D.",2,29,7945,1325,6,1,6,3,4,6,6,3,NA,NA,3,1,1.03,15,1.05,14.01,1.05,21,1.03,13.15
32,"01/06/2019","3rd Round","Fognini F.","Bautista Agut R.",12,21,2785,1690,7,6,6,4,4,6,6,1,NA,NA,3,1,1.66,2.2,1.71,2.27,1.74,2.27,1.68,2.2
32,"01/06/2019","3rd Round","Zverev A.","Lajovic D.",5,35,4360,1226,6,4,6,2,4,6,1,6,6,2,3,2,1.3,3.5,1.33,3.67,1.36,3.82,1.31,3.53
32,"01/06/2019","3rd Round","Tsitsipas S.","Krajinovic F.",6,60,4080,838,7,5,6,3,6,7,7,6,NA,NA,3,1,1.16,5,1.18,5.61,1.19,5.7,1.17,5.12
32,"01/06/2019","3rd Round","Struff J.L.","Coric B.",45,15,1035,2525,4,6,6,1,4,6,7,6,11,9,3,2,3,1.4,2.96,1.46,3.38,1.46,3.01,1.4
32,"01/06/2019","3rd Round","Wawrinka S.","Dimitrov G.",28,46,1365,997,7,6,7,6,7,6,NA,NA,NA,NA,3,0,1.33,3.4,1.4,3.2,1.4,3.5,1.35,3.21
32,"01/06/2019","3rd Round","Djokovic N.","Caruso S.",1,147,12355,388,6,3,6,3,6,2,NA,NA,NA,NA,3,0,1.005,29,1.01,25.7,1.02,39,1.01,22.31
32,"01/06/2019","3rd Round","Thiem D.","Cuevas P.",4,47,4685,983,6,3,4,6,6,2,7,5,NA,NA,3,1,1.2,4.5,1.27,4.27,1.27,4.56,1.23,4.25
32,"01/06/2019","3rd Round","Monfils G.","Hoang A.",17,146,1965,388,6,3,6,2,6,3,NA,NA,NA,NA,3,0,1.08,8,1.09,9.44,1.11,9.5,1.09,7.82
32,"01/06/2019","3rd Round","Del Potro J.M.","Thompson J.",9,69,3235,757,6,4,6,4,6,0,NA,NA,NA,NA,3,0,1.28,3.75,1.31,3.79,1.32,4.2,1.28,3.75
32,"01/06/2019","3rd Round","Khachanov K.","Klizan M.",11,55,2800,883,6,1,6,4,6,3,NA,NA,NA,NA,3,0,1.3,3.5,1.31,3.81,1.32,3.85,1.3,3.6
32,"02/06/2019","4th Round","Federer R.","Mayer L.",3,68,5950,770,6,2,6,3,6,3,NA,NA,NA,NA,3,0,1.08,8,1.1,9.05,1.12,9.3,1.09,7.83
32,"02/06/2019","4th Round","Wawrinka S.","Tsitsipas S.",28,6,1365,4080,7,6,5,7,6,4,3,6,8,6,3,2,2.1,1.72,2.2,1.77,2.2,1.8,2.1,1.75
32,"02/06/2019","4th Round","Nadal R.","Londero J.I.",2,78,7945,695,6,2,6,3,6,3,NA,NA,NA,NA,3,0,1.005,34,1.01,36.83,1.02,39,1.01,24.13
32,"03/06/2019","4th Round","Nishikori K.","Paire B.",7,38,3860,1168,6,2,6,7,6,2,6,7,7,5,3,2,1.44,2.75,1.45,3.05,1.5,3.05,1.46,2.72
32,"03/06/2019","4th Round","Djokovic N.","Struff J.L.",1,45,12355,1035,6,3,6,2,6,2,NA,NA,NA,NA,3,0,1.04,13,1.05,15.42,1.05,17.5,1.03,13.25
32,"03/06/2019","4th Round","Thiem D.","Monfils G.",4,17,4685,1965,6,4,6,4,6,2,NA,NA,NA,NA,3,0,1.36,3.2,1.4,3.3,1.4,3.38,1.36,3.16
32,"03/06/2019","4th Round","Zverev A.","Fognini F.",5,12,4360,2785,3,6,6,2,6,2,7,6,NA,NA,3,1,2.1,1.72,2.06,1.87,2.12,1.87,2.04,1.79
32,"03/06/2019","4th Round","Khachanov K.","Del Potro J.M.",11,9,2800,3235,7,5,6,3,3,6,6,3,NA,NA,3,1,2.75,1.44,3.03,1.45,3.03,1.52,2.79,1.45
32,"04/06/2019","Quarterfinals","Federer R.","Wawrinka S.",3,28,5950,1365,7,6,4,6,7,6,6,4,NA,NA,3,1,1.36,3.2,1.42,3.19,1.48,3.32,1.38,3.08
32,"04/06/2019","Quarterfinals","Nadal R.","Nishikori K.",2,7,7945,3860,6,1,6,1,6,3,NA,NA,NA,NA,3,0,1.02,19,1.04,18.38,1.04,25,1.03,15.7
32,"06/06/2019","Quarterfinals","Djokovic N.","Zverev A.",1,5,12355,4360,7,5,6,2,6,2,NA,NA,NA,NA,3,0,1.1,7,1.13,7.31,1.15,7.45,1.12,6.6
32,"06/06/2019","Quarterfinals","Thiem D.","Khachanov K.",4,11,4685,2800,6,2,6,4,6,2,NA,NA,NA,NA,3,0,1.28,3.75,1.31,3.93,1.45,4,1.29,3.7
32,"07/06/2019","Semifinals","Nadal R.","Federer R.",2,3,7945,5950,6,3,6,4,6,2,NA,NA,NA,NA,3,0,1.12,6,1.15,6.69,1.17,7,1.14,6.13
32,"08/06/2019","Semifinals","Thiem D.","Djokovic N.",4,1,4685,12355,6,2,3,6,7,5,5,7,7,5,3,2,2.75,1.44,3.04,1.45,3.04,1.55,2.79,1.46
32,"09/06/2019","The Final","Nadal R.","Thiem D.",2,4,7945,4685,6,3,5,7,6,1,6,1,NA,NA,3,1,1.2,4.75,1.22,5.08,1.3,5.08,1.21,4.66
22,"27/09/2020","1st Round","Bonzi B.","Ruusuvuori E.",227,93,239,686,6,2,6,4,4,6,6,4,NA,NA,3,1,3,1.4,3.03,1.44,3.2,1.45,2.89,1.42
22,"27/09/2020","1st Round","Korda S.","Seppi A.",213,98,252,679,6,2,4,6,6,3,6,3,NA,NA,3,1,1.44,2.75,1.45,3,1.46,3.05,1.43,2.83
22,"27/09/2020","1st Round","Sinner J.","Goffin D.",75,13,788,2555,7,5,6,0,6,3,NA,NA,NA,NA,3,0,1.9,1.9,2.16,1.78,2.16,1.92,1.97,1.84
22,"27/09/2020","1st Round","Fritz T.","Machac T.",30,253,1625,205,7,5,7,6,1,6,2,6,6,3,3,2,1.4,3,1.43,3.05,1.43,3.25,1.39,3.03
22,"27/09/2020","1st Round","Nishikori K.","Evans D.",35,34,1345,1384,1,6,6,1,7,6,1,6,6,4,3,2,1.57,2.37,1.6,2.5,1.66,2.79,1.52,2.56
22,"27/09/2020","1st Round","Coria F.","Jung J.",99,125,671,464,7,5,7,6,7,6,NA,NA,NA,NA,3,0,1.28,3.75,1.35,3.51,1.35,3.75,1.31,3.44
22,"27/09/2020","1st Round","Rodionov J.","Chardy J.",170,65,338,860,3,6,4,6,7,6,6,4,10,8,3,2,2,1.8,2,1.91,2.03,1.94,1.94,1.87
22,"27/09/2020","1st Round","Travaglia S.","Andujar P.",74,51,794,1024,6,3,6,4,6,4,NA,NA,NA,NA,3,0,2.2,1.66,2.24,1.73,2.29,1.75,2.15,1.71
22,"27/09/2020","1st Round","Isner J.","Benchetrit E.",23,217,1805,249,6,4,6,1,6,3,NA,NA,NA,NA,3,0,1.25,4,1.29,4,1.29,4.63,1.25,4.01
22,"27/09/2020","1st Round","Cecchinato M.","De Minaur A.",110,28,551,1665,7,6,6,4,6,0,NA,NA,NA,NA,3,0,1.72,2.1,1.71,2.27,1.82,2.27,1.71,2.15
22,"27/09/2020","1st Round","Gombos N.","Coric B.",106,27,587,1670,6,4,3,6,6,3,6,4,NA,NA,3,1,6,1.12,7.61,1.12,7.61,1.14,6.6,1.11
22,"27/09/2020","1st Round","Koepfer D.","Hoang A.",61,126,886,462,6,2,3,6,6,1,6,1,NA,NA,3,1,1.28,3.75,1.34,3.56,1.36,3.8,1.3,3.54
22,"27/09/2020","1st Round","Albot R.","Thompson J.",79,55,772,984,6,2,6,4,6,1,NA,NA,NA,NA,3,0,2.5,1.53,2.73,1.52,2.73,1.55,2.58,1.51
22,"27/09/2020","1st Round","Paire B.","Kwon S.W.",26,82,1738,752,7,5,6,4,6,4,NA,NA,NA,NA,3,0,2.1,1.72,2.27,1.71,2.27,1.75,2.19,1.68
22,"27/09/2020","1st Round","Londero J.I.","Delbonis F.",69,81,832,758,6,4,7,6,2,6,1,6,14,12,3,2,2.2,1.66,2.34,1.68,2.37,1.69,2.27,1.64
22,"27/09/2020","1st Round","Wawrinka S.","Murray A.",17,111,2185,547,6,1,6,3,6,2,NA,NA,NA,NA,3,0,1.33,3.4,1.39,3.28,1.4,3.52,1.34,3.29
22,"27/09/2020","1st Round","Schwartzman D.","Kecmanovic M.",14,41,2505,1258,6,0,6,1,6,3,NA,NA,NA,NA,3,0,1.2,4.5,1.22,4.81,1.22,5,1.2,4.56
22,"27/09/2020","1st Round","Zverev A.","Novak D.",7,92,4650,698,7,5,6,2,6,4,NA,NA,NA,NA,3,0,1.08,8,1.07,10.95,1.09,13,1.07,9.2
22,"28/09/2020","1st Round","Thiem D.","Cilic M.",3,40,9125,1270,6,4,6,3,6,3,NA,NA,NA,NA,3,0,1.1,7,1.1,8.87,1.12,8.87,1.1,7.2
22,"28/09/2020","1st Round","Nishioka Y.","Auger-Aliassime F.",52,22,1017,1976,7,5,6,3,6,3,NA,NA,NA,NA,3,0,4.5,1.2,5.16,1.2,5.16,1.23,4.58,1.2
22,"28/09/2020","1st Round","Sock J.","Opelka R.",310,36,140,1312,6,4,6,4,6,3,NA,NA,NA,NA,3,0,1.53,2.5,1.53,2.68,1.57,2.85,1.51,2.56
22,"28/09/2020","1st Round","Gaston H.","Janvier M.",239,204,215,270,7,6,6,4,6,3,NA,NA,NA,NA,3,0,1.33,3.4,1.38,3.35,1.42,3.4,1.37,3.11
22,"28/09/2020","1st Round","Martinez P.","Vukic A.",105,193,610,287,7,5,6,4,6,0,NA,NA,NA,NA,3,0,1.25,4,1.27,4.18,1.28,4.33,1.25,4.01
22,"28/09/2020","1st Round","Herbert P.H.","Mmoh M.",78,178,775,326,6,3,6,2,6,3,NA,NA,NA,NA,3,0,1.57,2.37,1.59,2.52,1.63,2.55,1.58,2.4
22,"28/09/2020","1st Round","Kukushkin M.","Fognini F.",88,15,716,2400,7,5,3,6,7,6,6,0,NA,NA,3,1,3.2,1.36,3.33,1.38,3.33,1.42,3.13,1.36
22,"28/09/2020","1st Round","Sonego L.","Gomez E.",46,156,1075,365,6,7,6,3,6,1,6,7,6,3,3,2,1.28,3.75,1.35,3.53,1.36,3.76,1.31,3.44
22,"28/09/2020","1st Round","Paul T.","Duckworth J.",58,91,949,699,6,2,6,3,6,2,NA,NA,NA,NA,3,0,1.22,4.33,1.2,5.17,1.25,5.45,1.19,4.8
22,"28/09/2020","1st Round","Mcdonald M.","Diez S.",236,181,217,322,4,6,6,3,6,3,6,4,NA,NA,3,1,2.75,1.44,3.05,1.43,3.1,1.47,2.82,1.44
22,"28/09/2020","1st Round","Giustino L.","Moutet C.",157,71,363,818,0,6,7,6,7,6,2,6,18,16,3,2,2.2,1.66,5.21,1.2,5.3,1.24,4.77,1.19
22,"28/09/2020","1st Round","Vesely J.","Broady L.",68,207,840,260,6,2,5,7,6,3,6,2,NA,NA,3,1,1.3,3.5,1.4,3.22,1.43,4,1.34,3.32
22,"28/09/2020","1st Round","Struff J.L.","Tiafoe F.",32,67,1450,845,3,6,7,6,6,3,6,7,6,3,3,2,1.5,2.62,1.5,2.8,1.53,2.8,1.49,2.63
22,"28/09/2020","1st Round","Pella G.","Caruso S.",37,85,1310,742,7,6,6,7,7,5,6,4,NA,NA,3,1,1.72,2.1,1.71,2.28,1.83,2.28,1.75,2.08
22,"28/09/2020","1st Round","Ruud C.","Sugita Y.",25,94,1739,686,6,1,6,3,6,1,NA,NA,NA,NA,3,0,1.03,15,1.06,12.22,1.06,19,1.04,11.83
22,"28/09/2020","1st Round","Milojevic N.","Krajinovic F.",144,29,392,1628,6,4,3,6,6,3,6,1,NA,NA,3,1,8,1.08,10.03,1.08,10.2,1.09,8.35,1.07
22,"28/09/2020","1st Round","Bublik A.","Monfils G.",49,9,1045,2860,6,4,7,5,3,6,6,3,NA,NA,3,1,2.1,1.72,2.3,1.69,2.3,1.75,2.14,1.71
22,"28/09/2020","1st Round","Nadal R.","Gerasimov E.",2,83,9850,750,6,4,6,4,6,2,NA,NA,NA,NA,3,0,0.971,34,1.01,30.08,1.02,35,1.01,22.68
22,"28/09/2020","1st Round","Bedene A.","Rinderknech A.",56,162,965,354,6,2,6,7,6,4,6,4,NA,NA,3,1,1.33,3.4,1.42,3.11,1.42,3.41,1.37,3.12
22,"28/09/2020","1st Round","Sandgren T.","Hurkacz H.",47,31,1068,1468,7,5,2,6,4,6,7,6,11,9,3,2,3,1.4,3.12,1.42,3.24,1.44,2.98,1.4
22,"28/09/2020","1st Round","Galan D.","Norrie C.",153,72,379,807,4,6,6,3,5,7,6,1,6,1,3,2,1.72,2.1,1.77,2.18,1.77,2.23,1.71,2.15
22,"28/09/2020","1st Round","Ramos-Vinolas A.","Mannarino A.",44,39,1130,1271,6,4,6,3,6,0,NA,NA,NA,NA,3,0,1.44,2.75,1.45,2.97,1.46,2.97,1.43,2.85
22,"28/09/2020","1st Round","Khachanov K.","Majchrzak K.",16,100,2200,650,7,6,6,3,6,3,NA,NA,NA,NA,3,0,1.3,3.5,1.35,3.5,1.38,3.56,1.32,3.37
22,"28/09/2020","1st Round","Altmaier D.","Lopez F.",186,57,302,953,7,6,6,4,6,4,NA,NA,NA,NA,3,0,1.44,2.75,1.47,2.9,1.5,2.92,1.46,2.72
22,"28/09/2020","1st Round","Fucsovics M.","Medvedev D.",63,5,877,5890,6,4,7,6,2,6,6,1,NA,NA,3,1,4.33,1.22,4.89,1.22,4.89,1.23,4.43,1.21
22,"28/09/2020","1st Round","Carreno Busta P.","Millman J.",18,43,2130,1166,6,3,6,2,7,5,NA,NA,NA,NA,3,0,1.28,3.75,1.27,4.19,1.32,4.25,1.26,3.87
22,"29/09/2020","1st Round","Harris L.","Popyrin A.",90,108,701,576,6,4,6,4,7,6,NA,NA,NA,NA,3,0,1.9,1.9,2.03,1.88,2.03,1.95,1.93,1.88
22,"29/09/2020","1st Round","Berrettini M.","Pospisil V.",8,76,3030,777,6,3,6,1,6,3,NA,NA,NA,NA,3,0,1.11,6.5,1.11,8.1,1.12,8.3,1.1,7.02
22,"29/09/2020","1st Round","Garin C.","Kohlschreiber P.",19,86,2090,729,6,4,4,6,6,1,6,4,NA,NA,3,1,1.14,5.5,1.17,5.87,1.18,6.15,1.15,5.43
22,"29/09/2020","1st Round","Polmans M.","Humbert U.",122,38,485,1286,6,2,6,2,3,6,6,3,NA,NA,3,1,6.5,1.11,6.62,1.14,7.45,1.14,6.32,1.12
22,"29/09/2020","1st Round","Davidovich Fokina A.","Mayot H.",70,412,829,88,7,6,6,3,7,5,NA,NA,NA,NA,3,0,1.14,5.5,1.14,6.65,1.16,6.9,1.13,5.97
22,"29/09/2020","1st Round","Lajovic D.","Mager G.",24,89,1785,713,6,4,7,6,4,6,6,1,NA,NA,3,1,1.12,6,1.15,6.35,1.17,7.45,1.12,6.24
22,"29/09/2020","1st Round","Anderson K.","Djere L.",118,73,510,797,6,2,6,3,6,4,NA,NA,NA,NA,3,0,2.75,1.44,2.82,1.49,3.08,1.5,2.78,1.44
22,"29/09/2020","1st Round","Berankis R.","Dellien H.",66,104,854,638,6,1,6,4,6,4,NA,NA,NA,NA,3,0,2.62,1.5,2.61,1.56,2.7,1.57,2.56,1.51
22,"29/09/2020","1st Round","Giron M.","Halys Q.",96,202,684,274,7,5,3,6,6,7,7,5,8,6,3,2,1.72,2.1,1.88,2.03,1.91,2.1,1.83,1.98
22,"29/09/2020","1st Round","Rublev A.","Querrey S.",12,48,2614,1055,6,7,6,7,7,5,6,4,6,3,3,2,1.06,10,1.06,12.92,1.06,14.5,1.05,11.62
22,"29/09/2020","1st Round","Djokovic N.","Ymer M.",1,80,11260,763,6,0,6,2,6,3,NA,NA,NA,NA,3,0,1.01,23,1.01,30.79,1.02,35,1.01,21.63
22,"29/09/2020","1st Round","Carballes Baena R.","Johnson S.",101,64,649,870,6,1,6,1,6,0,NA,NA,NA,NA,3,0,1.53,2.5,1.59,2.52,1.62,2.63,1.54,2.5
22,"29/09/2020","1st Round","Balazs A.","Uchiyama Y.",87,95,722,685,6,2,6,3,7,5,NA,NA,NA,NA,3,0,1.33,3.4,1.41,3.16,1.41,3.41,1.35,3.22
22,"29/09/2020","1st Round","Cuevas P.","Laaksonen H.",60,135,907,435,6,1,2,6,6,4,6,2,NA,NA,3,1,1.44,2.75,1.49,2.84,1.51,2.98,1.47,2.71
22,"29/09/2020","1st Round","Monteiro T.","Basilashvili N.",84,33,749,1395,7,5,6,4,6,2,NA,NA,NA,NA,3,0,1.4,3,1.44,3.02,1.45,3.2,1.4,2.95
22,"29/09/2020","1st Round","Tsitsipas S.","Munar J.",6,109,5385,563,4,6,2,6,6,1,6,4,6,4,3,2,1.08,8,1.12,7.61,1.14,8.1,1.1,6.91
22,"29/09/2020","1st Round","Shapovalov D.","Simon G.",11,54,2660,1005,6,2,7,5,5,7,6,3,NA,NA,3,1,1.12,6,1.13,7.11,1.14,7.5,1.12,6.36
22,"29/09/2020","1st Round","Dimitrov G.","Barrere G.",20,103,2055,647,6,3,6,2,6,2,NA,NA,NA,NA,3,0,1.12,6,1.14,6.92,1.15,6.92,1.13,6.13
22,"29/09/2020","1st Round","Bautista Agut R.","Gasquet R.",10,50,2665,1030,7,6,6,2,6,1,NA,NA,NA,NA,3,0,1.16,5,1.17,5.95,1.2,5.95,1.17,5.16
22,"29/09/2020","1st Round","Martin A.","Sousa J.",102,77,649,776,7,5,6,1,6,2,NA,NA,NA,NA,3,0,1.5,2.62,1.53,2.71,1.56,2.71,1.5,2.61
22,"30/09/2020","2nd Round","Korda S.","Isner J.",213,23,252,1805,6,4,6,4,2,6,6,4,NA,NA,3,1,2.62,1.5,2.52,1.59,2.69,1.61,2.49,1.54
22,"30/09/2020","2nd Round","Fritz T.","Albot R.",30,79,1625,772,6,3,6,2,6,4,NA,NA,NA,NA,3,0,1.5,2.62,1.56,2.6,1.59,2.69,1.52,2.54
22,"30/09/2020","2nd Round","Wawrinka S.","Koepfer D.",17,61,2185,886,6,3,6,2,3,6,6,1,NA,NA,3,1,1.28,3.75,1.29,3.97,1.3,4.2,1.27,3.78
22,"30/09/2020","2nd Round","Gaston H.","Nishioka Y.",239,52,215,1017,6,4,7,6,3,6,6,2,NA,NA,3,1,3.5,1.3,3.82,1.31,3.85,1.33,3.54,1.3
22,"30/09/2020","2nd Round","Schwartzman D.","Giustino L.",14,157,2505,363,6,1,7,5,6,0,NA,NA,NA,NA,3,0,1.02,19,1.01,29.04,1.02,35,1.01,19.32
22,"30/09/2020","2nd Round","Gombos N.","Rodionov J.",106,170,587,338,6,2,2,6,7,6,6,4,NA,NA,3,1,1.4,3,1.47,2.93,1.47,3,1.44,2.82
22,"30/09/2020","2nd Round","Thiem D.","Sock J.",3,310,9125,140,6,1,6,3,7,6,NA,NA,NA,NA,3,0,1.05,11,1.05,14.7,1.08,17,1.04,12.09
22,"30/09/2020","2nd Round","Nadal R.","Mcdonald M.",2,236,9850,217,6,1,6,0,6,3,NA,NA,NA,NA,3,0,1.01,26,0.974,36.86,1.02,36.86,1.01,22.51
22,"30/09/2020","2nd Round","Martinez P.","Kukushkin M.",105,88,610,716,6,3,6,1,6,0,NA,NA,NA,NA,3,0,1.44,2.75,1.48,2.88,1.54,2.88,1.46,2.73
22,"30/09/2020","2nd Round","Travaglia S.","Nishikori K.",74,35,794,1345,6,4,2,6,7,6,4,6,6,2,3,2,1.66,2.2,1.73,2.24,1.75,2.35,1.68,2.2
22,"30/09/2020","2nd Round","Sonego L.","Bublik A.",46,49,1075,1045,7,6,6,1,7,5,NA,NA,NA,NA,3,0,2.37,1.57,2.34,1.68,2.41,1.7,2.28,1.63
22,"30/09/2020","2nd Round","Ruud C.","Paul T.",25,58,1739,949,6,1,1,6,6,3,1,6,6,3,3,2,1.2,4.5,1.19,5.4,1.22,5.5,1.18,4.88
22,"30/09/2020","2nd Round","Coria F.","Paire B.",99,26,671,1738,7,6,4,6,6,3,6,1,NA,NA,3,1,2,1.8,1.99,1.92,2.04,1.93,1.97,1.84
22,"30/09/2020","2nd Round","Zverev A.","Herbert P.H.",7,78,4650,775,2,6,6,4,7,6,4,6,6,4,3,2,1.1,7,1.13,7.21,1.14,8,1.11,6.8
22,"30/09/2020","2nd Round","Cecchinato M.","Londero J.I.",110,69,551,832,6,3,6,2,5,7,6,2,NA,NA,3,1,1.25,4,1.34,3.6,1.35,4,1.32,3.41
22,"30/09/2020","2nd Round","Sinner J.","Bonzi B.",75,227,788,239,6,2,6,4,6,4,NA,NA,NA,NA,3,0,1.08,8,1.11,8.06,1.11,17,1.09,7.75
22,"01/10/2020","2nd Round","Carballes Baena R.","Shapovalov D.",101,11,649,2660,7,5,6,7,6,3,3,6,8,6,3,2,5,1.16,4.64,1.24,5.5,1.27,4.52,1.2
22,"01/10/2020","2nd Round","Fucsovics M.","Ramos-Vinolas A.",63,44,877,1130,7,6,6,3,7,5,NA,NA,NA,NA,3,0,1.44,2.75,1.48,2.86,1.49,2.95,1.44,2.79
22,"01/10/2020","2nd Round","Garin C.","Polmans M.",19,122,2090,485,6,7,6,2,7,6,6,4,NA,NA,3,1,1.16,5,1.1,8.82,1.16,9.3,1.09,7.51
22,"01/10/2020","2nd Round","Monteiro T.","Giron M.",84,96,749,684,7,6,6,4,6,1,NA,NA,NA,NA,3,0,1.2,4.5,1.24,4.54,1.27,5,1.23,4.24
22,"01/10/2020","2nd Round","Khachanov K.","Vesely J.",16,68,2200,840,6,1,6,7,7,6,7,6,NA,NA,3,1,1.25,4,1.31,3.84,1.31,4.2,1.27,3.79
22,"01/10/2020","2nd Round","Altmaier D.","Struff J.L.",186,32,302,1450,6,3,7,6,6,3,NA,NA,NA,NA,3,0,3.2,1.36,3.21,1.4,3.3,1.45,3.11,1.37
22,"01/10/2020","2nd Round","Dimitrov G.","Martin A.",20,102,2055,649,6,4,7,6,6,1,NA,NA,NA,NA,3,0,1.12,6,1.15,6.53,1.17,8,1.14,5.93
22,"01/10/2020","2nd Round","Galan D.","Sandgren T.",153,47,379,1068,6,2,6,2,6,3,NA,NA,NA,NA,3,0,3.2,1.36,3.04,1.44,3.3,1.44,3.09,1.38
22,"01/10/2020","2nd Round","Carreno Busta P.","Pella G.",18,37,2130,1310,6,3,6,2,6,1,NA,NA,NA,NA,3,0,1.28,3.75,1.34,3.61,1.36,4.09,1.29,3.65
22,"01/10/2020","2nd Round","Djokovic N.","Berankis R.",1,66,11260,854,6,1,6,2,6,2,NA,NA,NA,NA,3,0,34,0.971,1.01,28,1.02,41,1.01,21.54
22,"01/10/2020","2nd Round","Bedene A.","Milojevic N.",56,144,965,392,7,5,2,6,6,1,7,6,NA,NA,3,1,1.8,2,1.92,1.99,1.95,2.1,1.86,1.95
22,"01/10/2020","2nd Round","Tsitsipas S.","Cuevas P.",6,60,5385,907,6,1,6,4,6,2,NA,NA,NA,NA,3,0,1.22,4.33,1.18,5.7,1.23,5.75,1.18,4.99
22,"01/10/2020","2nd Round","Anderson K.","Lajovic D.",118,24,510,1785,6,2,6,4,4,6,3,6,6,3,3,2,2.62,1.5,2.46,1.62,2.75,1.62,2.56,1.51
22,"01/10/2020","2nd Round","Bautista Agut R.","Balazs A.",10,87,2665,722,6,3,6,1,6,2,NA,NA,NA,NA,3,0,1.05,11,1.05,13.98,1.09,13.98,1.06,10.03
22,"01/10/2020","2nd Round","Rublev A.","Davidovich Fokina A.",12,70,2614,829,7,5,6,1,3,6,6,1,NA,NA,3,1,1.22,4.33,1.2,5.17,1.22,5.25,1.2,4.68
22,"01/10/2020","2nd Round","Berrettini M.","Harris L.",8,90,3030,701,6,4,4,6,6,2,6,3,NA,NA,3,1,1.1,7,1.08,9.89,1.11,10,1.08,8.29
22,"02/10/2020","3rd Round","Thiem D.","Ruud C.",3,25,9125,1739,6,4,6,3,6,1,NA,NA,NA,NA,3,0,1.14,5.5,1.14,6.74,1.16,7,1.13,6.13
22,"02/10/2020","3rd Round","Korda S.","Martinez P.",213,105,252,610,6,4,6,3,6,1,NA,NA,NA,NA,3,0,3,1.4,2.85,1.49,3.03,1.49,2.85,1.43
22,"02/10/2020","3rd Round","Sonego L.","Fritz T.",46,30,1075,1625,7,6,6,3,7,6,NA,NA,NA,NA,3,0,2,1.8,2.01,1.89,2.04,1.94,1.98,1.83
22,"02/10/2020","3rd Round","Gaston H.","Wawrinka S.",239,17,215,2185,2,6,6,3,6,3,4,6,6,0,3,2,11,1.05,13.26,1.05,15.25,1.06,11.69,1.04
22,"02/10/2020","3rd Round","Sinner J.","Coria F.",75,99,788,671,6,3,7,5,7,5,NA,NA,NA,NA,3,0,1.14,5.5,1.18,5.63,1.2,6.25,1.16,5.41
22,"02/10/2020","3rd Round","Nadal R.","Travaglia S.",2,74,9850,794,6,1,6,4,6,0,NA,NA,NA,NA,3,0,1.005,34,1.01,32.66,1.02,35,1.01,22.92
22,"02/10/2020","3rd Round","Schwartzman D.","Gombos N.",14,106,2505,587,7,6,6,3,6,3,NA,NA,NA,NA,3,0,1.06,10,1.06,12.05,1.1,15,1.06,10.33
22,"02/10/2020","3rd Round","Zverev A.","Cecchinato M.",7,110,4650,551,6,1,7,5,6,3,NA,NA,NA,NA,3,0,1.44,2.75,1.47,2.89,1.47,3.1,1.42,2.9
22,"03/10/2020","3rd Round","Altmaier D.","Berrettini M.",186,8,302,3030,6,2,7,6,6,4,NA,NA,NA,NA,3,0,5,1.16,5.52,1.19,5.55,1.2,5.08,1.17
22,"03/10/2020","3rd Round","Rublev A.","Anderson K.",12,118,2614,510,6,3,6,2,6,3,NA,NA,NA,NA,3,0,1.2,4.5,1.25,4.48,1.25,4.95,1.21,4.42
22,"03/10/2020","3rd Round","Carreno Busta P.","Bautista Agut R.",18,10,2130,2665,6,4,6,3,5,7,6,4,NA,NA,3,1,2.1,1.72,2.05,1.86,2.2,1.86,2.09,1.75
22,"03/10/2020","3rd Round","Fucsovics M.","Monteiro T.",63,84,877,749,7,5,6,1,6,3,NA,NA,NA,NA,3,0,1.57,2.37,1.56,2.62,1.57,2.7,1.52,2.54
22,"03/10/2020","3rd Round","Tsitsipas S.","Bedene A.",6,56,5385,965,6,1,6,2,3,1,NA,NA,NA,NA,2,0,1.11,6.5,1.11,8.22,1.12,8.55,1.1,7.22
