"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
33,"25/05/15","1st Round","Simon G.","Pouille L.",13,90,2210,581,3,6,6,1,6,2,6,4,NA,NA,3,1,1.33,3.25,1.4,3.22,1.43,3.25,1.35,3.1
33,"25/05/15","1st Round","Goffin D.","Krajinovic F.",18,99,1835,527,3,6,6,2,7,6,6,1,NA,NA,3,1,1.11,6.5,1.13,7.73,1.13,7.73,1.11,6.5
33,"25/05/15","1st Round","Robredo T.","Golubev A.",19,135,1755,386,3,6,6,1,7,5,6,3,NA,NA,3,1,1.22,4,1.21,5.12,1.25,5.12,1.21,4.31
33,"25/05/15","1st Round","Giraldo S.","Young D.",64,52,755,910,6,4,7,5,6,3,NA,NA,NA,NA,3,0,1.22,4,1.36,3.44,1.36,4.3,1.25,3.82
33,"25/05/15","1st Round","Bellucci T.","Matosevic M.",40,100,1065,526,6,1,6,2,6,4,NA,NA,NA,NA,3,0,1.1,7,1.1,8.6,1.13,8.6,1.09,7.01
33,"25/05/15","1st Round","Kokkinakis T.","Basilashvili N.",84,160,619,323,3,6,6,4,7,6,6,2,NA,NA,3,1,1.22,4,1.27,4.26,1.27,4.5,1.24,3.99
33,"25/05/15","1st Round","Kyrgios N.","Istomin D.",30,77,1250,655,6,3,6,4,6,3,NA,NA,NA,NA,3,0,1.22,4,1.3,3.92,1.3,4.75,1.22,4.16
33,"25/05/15","1st Round","Coric B.","Querrey S.",46,38,970,1115,7,6,6,3,0,6,6,3,NA,NA,3,1,2,1.72,2.16,1.78,2.16,1.95,1.95,1.82
33,"25/05/15","1st Round","Monfils G.","Roger-Vasselin E.",14,123,2065,432,6,2,6,7,6,1,7,5,NA,NA,3,1,1.07,9,1.08,10.25,1.1,10.25,1.07,8.1
33,"25/05/15","1st Round","Schwartzman D.","Haider-Maurer A.",62,51,785,926,6,3,5,7,6,3,7,6,NA,NA,3,1,1.5,2.5,1.56,2.62,1.56,2.8,1.48,2.61
33,"25/05/15","1st Round","Bolelli S.","Darcis S.",60,76,826,664,6,3,6,4,6,3,NA,NA,NA,NA,3,0,1.16,5,1.18,5.55,1.2,5.55,1.17,4.87
33,"25/05/15","1st Round","Melzer J.","Mannarino A.",110,32,480,1223,7,6,6,3,7,6,NA,NA,NA,NA,3,0,2.62,1.44,2.88,1.48,3.5,1.54,2.63,1.48
33,"25/05/15","1st Round","Troicki V.","Struff J.L.",33,98,1217,533,6,2,6,1,6,7,6,1,NA,NA,3,1,1.25,3.75,1.31,3.83,1.33,4,1.28,3.6
33,"25/05/15","1st Round","Murray A.","Arguello F.",3,137,7040,385,6,3,6,3,6,1,NA,NA,NA,NA,3,0,1.002,34,1.01,29.16,1.01,42.25,1.01,21.86
33,"25/05/15","1st Round","Kuznetsov An.","Jaziri M.",120,85,465,618,6,3,6,2,6,4,NA,NA,NA,NA,3,0,1.3,3.4,1.29,3.97,1.35,4,1.29,3.53
33,"25/05/15","1st Round","Edmund K.","Robert S.",121,558,447,56,2,6,6,4,6,3,5,7,6,2,3,2,1.44,2.62,1.56,2.59,1.56,2.62,1.51,2.51
33,"26/05/15","1st Round","Cilic M.","Haase R.",10,80,3370,647,6,2,6,4,6,2,NA,NA,NA,NA,3,0,1.3,3.4,1.32,3.74,1.34,4.3,1.3,3.46
33,"26/05/15","1st Round","Gimeno-Traver D.","Souza J.",66,78,746,650,7,6,6,4,6,4,NA,NA,NA,NA,3,0,1.33,3.25,1.41,3.15,1.41,3.5,1.34,3.2
33,"26/05/15","1st Round","Janowicz J.","Hamou M.",50,225,940,213,6,7,6,3,6,4,6,4,NA,NA,3,1,1.2,4.33,1.21,5.12,1.25,5.12,1.2,4.46
33,"26/05/15","1st Round","Lu Y.H.","Kavcic B.",65,79,754,649,6,7,6,1,6,1,7,5,NA,NA,3,1,1.83,1.83,2.03,1.87,2.03,2.05,1.87,1.9
33,"26/05/15","1st Round","Ferrer D.","Lacko L.",8,94,4490,567,6,1,6,3,6,1,NA,NA,NA,NA,3,0,1.005,29,1.01,34,1.01,39.75,1.01,22.11
33,"26/05/15","1st Round","Mayer L.","Vesely J.",22,41,1580,1053,3,6,7,6,6,3,5,7,6,2,3,2,1.5,2.5,1.68,2.34,1.68,2.5,1.58,2.35
33,"26/05/15","1st Round","Sousa J.","Pospisil V.",44,53,1008,895,6,3,7,6,6,1,NA,NA,NA,NA,3,0,1.22,4,1.22,4.91,1.27,4.91,1.21,4.34
33,"26/05/15","1st Round","Chardy J.","Berrer M.",45,145,985,361,4,6,6,3,6,4,6,4,NA,NA,3,1,1.18,4.5,1.15,6.35,1.2,6.35,1.17,4.92
33,"26/05/15","1st Round","Arnaboldi A.","Duckworth J.",187,83,261,626,4,6,6,7,7,6,7,6,6,0,3,2,2.25,1.57,2.54,1.58,2.6,1.6,2.39,1.55
33,"26/05/15","1st Round","Anderson K.","Smyczek T.",17,73,1970,688,6,4,6,4,6,2,NA,NA,NA,NA,3,0,1.07,9,1.07,11.25,1.08,11.25,1.06,9.05
33,"26/05/15","1st Round","Nadal R.","Halys Q.",7,296,4570,159,6,3,6,3,6,4,NA,NA,NA,NA,3,0,1,51,1.01,41,1.01,61,1.01,27.09
33,"26/05/15","1st Round","Berlocq C.","Marchenko I.",111,127,480,427,4,6,3,6,6,3,7,5,6,2,3,2,1.28,3.5,1.31,3.83,1.34,3.83,1.3,3.45
33,"26/05/15","1st Round","Almagro N.","Dolgopolov O.",154,69,335,705,6,3,2,6,6,4,7,6,NA,NA,3,1,1.5,2.5,1.66,2.37,1.66,2.6,1.55,2.42
33,"26/05/15","1st Round","Gasquet R.","Gigounon G.",21,209,1625,229,6,3,6,4,6,0,NA,NA,NA,NA,3,0,1.02,17,1.03,17.5,1.04,22,1.03,13.66
33,"26/05/15","1st Round","Isner J.","Seppi A.",16,39,1980,1100,7,5,6,2,6,3,NA,NA,NA,NA,3,0,1.25,3.75,1.24,4.55,1.35,4.55,1.24,4.01
33,"26/05/15","1st Round","Djokovic N.","Nieminen J.",1,87,13845,603,6,2,7,5,6,2,NA,NA,NA,NA,3,0,1.002,34,1.01,41,1.01,51,1.01,25.09
33,"26/05/15","1st Round","Sock J.","Dimitrov G.",37,11,1125,2760,7,6,6,2,6,3,NA,NA,NA,NA,3,0,4.33,1.2,4.85,1.22,5.2,1.28,4.29,1.21
33,"26/05/15","1st Round","Carreno-Busta P.","Estrella Burgos V.",61,49,825,945,6,3,6,1,6,0,NA,NA,NA,NA,3,0,1.72,2,1.83,2.09,1.89,2.1,1.79,1.98
33,"27/05/15","1st Round","Muller G.","Lorenzi P.",55,86,868,617,4,6,4,6,7,6,7,6,6,4,3,2,1.66,2.1,1.97,1.93,1.97,2.15,1.74,2.06
33,"27/05/15","2nd Round","Becker B.","Verdasco F.",48,34,965,1180,6,4,0,6,1,6,7,5,10,8,3,2,13,1.04,13,1.05,13.5,1.05,11.08,1.04
33,"27/05/15","2nd Round","Simon G.","Klizan M.",13,36,2210,1170,7,5,6,2,6,3,NA,NA,NA,NA,3,0,1.53,2.37,1.68,2.34,1.68,2.55,1.58,2.35
33,"27/05/15","2nd Round","Johnson S.","Stakhovsky S.",56,54,850,894,2,6,6,3,7,6,7,6,NA,NA,3,1,1.61,2.2,1.63,2.45,1.65,2.45,1.6,2.31
33,"27/05/15","2nd Round","Wawrinka S.","Lajovic D.",9,67,3845,730,6,3,6,4,5,7,6,3,NA,NA,3,1,1.07,9,1.11,8.05,1.12,9,1.08,7.63
33,"27/05/15","2nd Round","Federer R.","Granollers M.",2,57,9235,845,6,2,7,6,6,3,NA,NA,NA,NA,3,0,1.02,17,1.02,22.73,1.03,31,1.02,16.25
33,"27/05/15","2nd Round","Dzumhur D.","Baghdatis M.",88,59,601,832,6,4,6,3,4,6,6,2,NA,NA,3,1,2.25,1.57,2.25,1.72,2.3,1.75,2.16,1.68
33,"27/05/15","2nd Round","Cuevas P.","Thiem D.",23,31,1502,1225,7,6,7,5,6,7,7,5,NA,NA,3,1,1.83,1.83,1.94,1.96,2.1,1.96,1.94,1.84
33,"27/05/15","2nd Round","Gabashvili T.","Monaco J.",74,35,677,1170,6,3,6,4,6,2,NA,NA,NA,NA,3,0,3.25,1.33,3.37,1.37,3.37,1.42,3.06,1.37
33,"27/05/15","2nd Round","Nishikori K.","Bellucci T.",5,40,5220,1065,7,5,6,4,6,4,NA,NA,NA,NA,3,0,1.1,7,1.14,6.87,1.17,7.5,1.11,6.41
33,"27/05/15","2nd Round","Mahut N.","Gulbis E.",116,29,469,1275,6,3,3,6,7,5,6,3,NA,NA,3,1,5,1.16,4.85,1.22,5,1.22,4.51,1.19
33,"27/05/15","2nd Round","Paire B.","Fognini F.",71,27,698,1295,6,1,6,3,7,5,NA,NA,NA,NA,3,0,3.75,1.25,4.14,1.28,4.3,1.29,3.8,1.26
33,"27/05/15","2nd Round","Rosol L.","Bautista R.",43,20,1035,1750,6,4,6,2,6,2,NA,NA,NA,NA,3,0,4.5,1.18,6.1,1.16,6.1,1.21,5.02,1.17
33,"27/05/15","2nd Round","Monfils G.","Schwartzman D.",14,62,2065,785,4,6,6,4,4,6,6,2,6,3,3,2,1.12,6,1.12,7.73,1.13,8,1.11,6.5
33,"27/05/15","2nd Round","Berdych T.","Stepanek R.",4,129,5230,422,6,3,6,7,6,3,6,3,NA,NA,3,1,1.02,17,1.04,16,1.04,18.5,1.03,13.18
33,"27/05/15","2nd Round","Tsonga J.W.","Sela D.",15,91,2045,580,6,4,6,1,6,1,NA,NA,NA,NA,3,0,1.01,21,1.01,27.22,1.03,27.22,1.01,17.45
33,"28/05/15","2nd Round","Kyrgios N.","Edmund K.",30,121,1250,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,6,1.1,8.95,1.1,8.95,1.08,7.22
33,"28/05/15","2nd Round","Cilic M.","Arnaboldi A.",10,187,3370,261,7,6,6,1,6,1,NA,NA,NA,NA,3,0,1.06,10,1.05,13,1.07,13,1.05,10.28
33,"28/05/15","2nd Round","Mayer L.","Janowicz J.",22,50,1580,940,6,4,6,4,6,7,6,1,NA,NA,3,1,1.3,3.4,1.33,3.64,1.34,3.7,1.3,3.47
33,"28/05/15","2nd Round","Kokkinakis T.","Tomic B.",84,26,619,1320,3,6,3,6,6,3,6,4,8,6,3,2,1.5,2.5,1.57,2.57,1.57,2.57,1.54,2.43
33,"28/05/15","2nd Round","Nadal R.","Almagro N.",7,154,4570,335,6,4,6,3,6,1,NA,NA,NA,NA,3,0,1.07,9,1.08,10.25,1.08,10.5,1.06,9
33,"28/05/15","2nd Round","Andujar P.","Kohlschreiber P.",42,28,1050,1285,6,1,7,6,3,6,3,6,6,4,3,2,3,1.36,3.17,1.41,3.2,1.48,2.98,1.38
33,"28/05/15","2nd Round","Kuznetsov An.","Melzer J.",120,110,465,480,6,1,5,7,7,6,7,5,NA,NA,3,1,1.44,2.62,1.4,3.22,1.52,3.22,1.43,2.79
33,"28/05/15","2nd Round","Goffin D.","Giraldo S.",18,64,1835,755,6,3,4,6,7,5,6,2,NA,NA,3,1,1.28,3.5,1.26,4.38,1.3,4.5,1.26,3.82
33,"28/05/15","2nd Round","Coric B.","Robredo T.",46,19,970,1755,7,5,3,6,6,2,4,6,6,4,3,2,3,1.36,3.17,1.41,3.4,1.41,3.1,1.36
33,"28/05/15","2nd Round","Murray A.","Sousa J.",3,44,7040,1008,6,2,4,6,6,4,6,1,NA,NA,3,1,1.01,21,1.02,22.73,1.03,26,1.02,15.82
33,"28/05/15","2nd Round","Djokovic N.","Muller G.",1,55,13845,868,6,1,6,4,6,4,NA,NA,NA,NA,3,0,1.002,34,1.01,51,1.02,81,1.01,27.22
33,"28/05/15","2nd Round","Chardy J.","Isner J.",45,16,985,1980,6,4,4,6,6,3,6,3,NA,NA,3,1,2.5,1.5,2.73,1.52,2.8,1.52,2.62,1.48
33,"28/05/15","2nd Round","Sock J.","Carreno-Busta P.",37,61,1125,825,6,7,7,6,6,1,7,6,NA,NA,3,1,1.4,2.75,1.38,3.33,1.41,3.3,1.36,3.06
33,"28/05/15","2nd Round","Bolelli S.","Troicki V.",60,33,826,1217,6,2,6,4,6,3,NA,NA,NA,NA,3,0,1.53,2.37,1.68,2.33,1.68,2.4,1.62,2.26
33,"28/05/15","2nd Round","Anderson K.","Lu Y.H.",17,65,1970,754,5,7,6,4,6,4,6,4,NA,NA,3,1,1.11,6.5,1.11,8.03,1.15,8.03,1.11,6.29
33,"28/05/15","2nd Round","Ferrer D.","Gimeno-Traver D.",8,66,4490,746,6,3,6,2,6,1,NA,NA,NA,NA,3,0,1.02,17,1.03,20,1.04,21,1.02,15.16
33,"29/05/15","2nd Round","Gasquet R.","Berlocq C.",21,111,1625,480,3,6,6,3,6,1,4,6,6,1,3,2,1.1,7,1.12,7.45,1.12,7.8,1.09,7
33,"29/05/15","3rd Round","Nishikori K.","Becker B.",5,48,5220,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,23,1.02,25.5,1.03,25.9,1.02,16.87
33,"29/05/15","3rd Round","Gabashvili T.","Rosol L.",74,43,677,1035,6,4,6,4,6,4,NA,NA,NA,NA,3,0,2,1.72,1.96,1.96,2.15,1.96,1.97,1.82
33,"29/05/15","3rd Round","Simon G.","Mahut N.",13,116,2210,469,6,2,6,7,6,7,6,3,6,1,3,2,1.1,7,1.13,7.66,1.13,8,1.1,6.66
33,"29/05/15","3rd Round","Federer R.","Dzumhur D.",2,88,9235,601,6,4,6,3,6,2,NA,NA,NA,NA,3,0,1.01,26,1.02,27.78,1.02,41,1.01,20.38
33,"29/05/15","3rd Round","Wawrinka S.","Johnson S.",9,56,3845,850,6,4,6,3,6,2,NA,NA,NA,NA,3,0,1.08,8,1.12,8.03,1.14,8.7,1.1,7.1
33,"29/05/15","3rd Round","Berdych T.","Paire B.",4,71,5230,698,6,1,6,7,6,3,6,4,NA,NA,3,1,1.07,9,1.09,9.6,1.11,9.6,1.08,8.03
33,"29/05/15","3rd Round","Monfils G.","Cuevas P.",14,23,2065,1502,4,6,7,6,3,6,6,4,6,3,3,2,1.36,3,1.43,3.14,1.43,3.46,1.38,3.04
33,"29/05/15","3rd Round","Tsonga J.W.","Andujar P.",15,42,2045,1050,7,6,6,4,6,3,NA,NA,NA,NA,3,0,1.25,3.75,1.32,3.79,1.33,4.07,1.29,3.59
33,"30/05/15","3rd Round","Murray A.","Kyrgios N.",3,30,7040,1250,6,4,6,2,6,3,NA,NA,NA,NA,3,0,1.1,7,1.12,7.82,1.13,8.5,1.1,6.83
33,"30/05/15","3rd Round","Cilic M.","Mayer L.",10,22,3370,1580,6,3,6,2,6,4,NA,NA,NA,NA,3,0,1.57,2.25,1.68,2.36,1.68,2.4,1.62,2.29
33,"30/05/15","3rd Round","Djokovic N.","Kokkinakis T.",1,84,13845,619,6,4,6,4,6,4,NA,NA,NA,NA,3,0,1.005,29,1.01,34,1.01,41.5,1.01,22.22
33,"30/05/15","3rd Round","Chardy J.","Goffin D.",45,18,985,1835,6,3,6,4,6,2,NA,NA,NA,NA,3,0,2.5,1.5,2.47,1.63,2.55,1.63,2.46,1.54
33,"30/05/15","3rd Round","Sock J.","Coric B.",37,46,1125,970,6,2,6,1,6,4,NA,NA,NA,NA,3,0,1.4,2.75,1.44,3.06,1.48,3.12,1.43,2.79
33,"30/05/15","3rd Round","Gasquet R.","Anderson K.",21,17,1625,1970,4,6,7,6,7,5,6,4,NA,NA,3,1,1.22,4,1.27,4.27,1.33,4.28,1.27,3.77
33,"30/05/15","3rd Round","Ferrer D.","Bolelli S.",8,60,4490,826,6,3,1,6,5,7,6,0,6,1,3,2,1.07,9,1.09,9.6,1.09,12,1.06,9.08
33,"30/05/15","3rd Round","Nadal R.","Kuznetsov An.",7,120,4570,465,6,1,6,3,6,2,NA,NA,NA,NA,3,0,1.01,26,1.01,31.3,1.02,50.75,1.01,21.01
33,"31/05/15","4th Round","Nishikori K.","Gabashvili T.",5,74,5220,677,6,3,6,4,6,2,NA,NA,NA,NA,3,0,1.08,8,1.12,8.01,1.13,8.01,1.09,7.4
33,"31/05/15","4th Round","Tsonga J.W.","Berdych T.",15,4,2045,5230,6,3,6,2,6,7,6,3,NA,NA,3,1,3,1.4,3.08,1.44,3.2,1.44,2.96,1.39
33,"31/05/15","4th Round","Wawrinka S.","Simon G.",9,13,3845,2210,6,1,6,4,6,2,NA,NA,NA,NA,3,0,1.3,3.5,1.35,3.58,1.36,3.7,1.31,3.41
33,"01/06/15","4th Round","Ferrer D.","Cilic M.",8,10,4490,3370,6,2,6,2,6,4,NA,NA,NA,NA,3,0,1.33,3.4,1.3,4,1.36,4,1.32,3.37
33,"01/06/15","4th Round","Murray A.","Chardy J.",3,45,7040,985,6,4,3,6,6,3,6,2,NA,NA,3,1,1.08,8,1.09,9.6,1.11,9.6,1.09,7.57
33,"01/06/15","4th Round","Federer R.","Monfils G.",2,14,9235,2065,6,3,4,6,6,4,6,1,NA,NA,3,1,1.33,3.4,1.36,3.5,1.39,3.75,1.33,3.29
33,"01/06/15","4th Round","Nadal R.","Sock J.",7,37,4570,1125,6,3,6,1,5,7,6,2,NA,NA,3,1,1.07,9,1.09,9.95,1.09,11.35,1.07,8.79
33,"01/06/15","4th Round","Djokovic N.","Gasquet R.",1,21,13845,1625,6,1,6,2,6,3,NA,NA,NA,NA,3,0,1.02,19,1.03,21,1.03,25,1.02,16.19
33,"02/06/15","Quarterfinals","Tsonga J.W.","Nishikori K.",15,5,2045,5220,6,1,6,4,4,6,3,6,6,3,3,2,3.75,1.28,3.9,1.31,3.9,1.45,3.55,1.3
33,"02/06/15","Quarterfinals","Wawrinka S.","Federer R.",9,2,3845,9235,6,4,6,3,7,6,NA,NA,NA,NA,3,0,2.75,1.44,2.95,1.47,3,1.5,2.78,1.44
33,"03/06/15","Quarterfinals","Djokovic N.","Nadal R.",1,7,13845,4570,7,5,6,3,6,1,NA,NA,NA,NA,3,0,1.33,3.4,1.35,3.55,1.45,3.55,1.35,3.24
33,"03/06/15","Quarterfinals","Murray A.","Ferrer D.",3,8,7040,4490,7,6,6,2,5,7,6,1,NA,NA,3,1,1.53,2.5,1.62,2.48,1.62,2.65,1.55,2.46
33,"05/06/15","Semifinals","Wawrinka S.","Tsonga J.W.",9,15,3845,2045,6,3,6,7,7,6,6,4,NA,NA,3,1,1.44,2.75,1.49,2.92,1.5,3.2,1.43,2.84
33,"06/06/15","Semifinals","Djokovic N.","Murray A.",1,3,13845,7040,6,3,6,3,5,7,5,7,6,1,3,2,1.16,5,1.18,5.87,1.2,6,1.16,5.18
33,"07/06/15","The Final","Wawrinka S.","Djokovic N.",9,1,3845,13845,4,6,6,4,6,3,6,4,NA,NA,3,1,6,1.12,6.87,1.15,7,1.25,5.88,1.14
33,"22/05/16","1st Round","Kyrgios N.","Cecchinato M.",19,124,1855,478,7,6,7,6,6,4,NA,NA,NA,NA,3,0,1.02,17,1.03,18.6,1.04,20,1.02,13.93
33,"22/05/16","1st Round","Paire B.","Albot R.",21,137,1641,423,6,2,4,6,6,4,1,6,6,4,3,2,1.14,5,1.17,6.02,1.2,6.02,1.16,5.11
33,"22/05/16","1st Round","Sijsling I.","Ungur A.",123,203,484,264,6,1,6,2,7,6,NA,NA,NA,NA,3,0,2.1,1.66,2.12,1.81,2.38,1.81,2.17,1.68
33,"22/05/16","1st Round","Gabashvili T.","Young D.",79,76,706,712,7,6,6,2,6,3,NA,NA,NA,NA,3,0,1.72,2,1.88,2.02,1.88,2.2,1.76,2.05
33,"22/05/16","1st Round","Kuznetsov An.","Becker B.",40,96,1063,600,6,2,6,2,6,4,NA,NA,NA,NA,3,0,1.08,8,1.1,8.67,1.11,9,1.09,7.47
33,"23/05/16","1st Round","Wawrinka S.","Rosol L.",4,59,6315,815,4,6,6,1,3,6,6,3,6,4,3,2,1.07,9,1.06,10.28,1.07,11,1.06,9.12
33,"23/05/16","1st Round","Pavlasek A.","Carballes Baena R.",132,114,442,523,6,2,4,6,6,3,1,6,6,1,3,2,2.37,1.53,2.16,1.78,2.45,1.78,2.31,1.61
33,"23/05/16","1st Round","Chardy J.","Mayer L.",32,68,1265,755,6,4,3,6,6,4,6,2,NA,NA,3,1,1.66,2.1,1.75,2.2,1.73,2.2,1.7,2.13
33,"23/05/16","1st Round","Troicki V.","Dimitrov G.",24,36,1535,1150,2,6,6,3,5,7,7,5,6,3,3,2,2.37,1.53,2.57,1.57,2.63,1.59,2.44,1.55
33,"23/05/16","1st Round","Daniel T.","Klizan M.",93,45,614,960,3,6,4,6,7,5,6,4,3,0,2,2,1.4,2.75,1.39,3.28,1.48,3.28,1.43,2.79
33,"23/05/16","1st Round","Mannarino A.","Kukushkin M.",58,83,825,699,6,4,2,6,6,2,6,4,NA,NA,3,1,2.2,1.61,2.14,1.79,2.2,1.79,2.07,1.73
33,"23/05/16","1st Round","Lajovic D.","Kudla D.",81,53,701,855,6,4,6,3,6,3,NA,NA,NA,NA,3,0,1.57,2.25,1.58,2.54,1.58,2.6,1.54,2.47
33,"23/05/16","1st Round","Raonic M.","Tipsarevic J.",9,680,2785,38,6,3,6,2,7,6,NA,NA,NA,NA,3,0,1.02,19,1.03,20.5,1.03,19.74,1.02,14.21
33,"23/05/16","1st Round","Dodig I.","Youzhny M.",77,78,708,707,6,4,5,7,7,5,2,6,6,3,3,2,1.53,2.37,1.68,2.34,1.68,2.4,1.61,2.29
33,"23/05/16","1st Round","Brown D.","Sela D.",116,62,520,781,6,7,6,4,7,6,4,6,6,4,3,2,1.44,2.62,1.56,2.6,1.56,2.75,1.49,2.58
33,"23/05/16","1st Round","Karlovic I.","Montanes A.",28,98,1280,592,6,2,7,6,7,6,NA,NA,NA,NA,3,0,2,1.72,2.14,1.79,2.14,1.83,2.04,1.75
33,"23/05/16","1st Round","Thompson J.","Djere L.",94,215,608,249,6,3,6,4,7,5,NA,NA,NA,NA,3,0,2.37,1.53,2.38,1.62,2.5,1.65,2.31,1.59
33,"23/05/16","1st Round","Pella G.","Schwartzman D.",48,63,899,781,6,2,3,6,6,2,6,3,NA,NA,3,1,1.72,2,1.69,2.3,1.75,2.3,1.68,2.15
33,"23/05/16","1st Round","Sock J.","Haase R.",25,86,1505,685,6,3,7,5,3,6,6,7,6,2,3,2,1.14,5.5,1.18,5.63,1.2,6,1.17,4.99
33,"23/05/16","1st Round","Simon G.","Dutra Silva R.",18,463,1945,82,7,6,6,4,6,2,NA,NA,NA,NA,3,0,1.12,6,1.15,6.35,1.16,6.35,1.13,5.77
33,"23/05/16","1st Round","Verdasco F.","Johnson S.",52,34,855,1190,7,5,6,4,7,5,NA,NA,NA,NA,3,0,1.3,3.4,1.33,3.64,1.35,3.64,1.31,3.36
33,"23/05/16","1st Round","Nishikori K.","Bolelli S.",6,115,4470,522,6,1,7,5,6,3,NA,NA,NA,NA,3,0,1.02,19,1.02,22.73,1.03,24,1.02,16.28
33,"23/05/16","1st Round","Bourgue M.","Samper-Montana J.",164,216,326,249,7,5,7,6,7,6,NA,NA,NA,NA,3,0,1.66,2.1,1.68,2.33,1.8,2.33,1.73,2.08
33,"23/05/16","1st Round","Trungelliti M.","Cilic M.",166,10,323,2775,7,6,3,6,6,4,6,2,NA,NA,3,1,9,1.07,13.89,1.05,13.89,1.08,9.57,1.06
33,"23/05/16","1st Round","Ramos-Vinolas A.","Zeballos H.",55,89,853,641,6,3,4,6,7,5,6,0,NA,NA,3,1,1.18,4.5,1.17,6.02,1.21,6.02,1.17,4.96
33,"23/05/16","1st Round","Edmund K.","Basilashvili N.",82,104,701,563,7,6,6,7,7,5,6,1,NA,NA,3,1,1.53,2.37,1.66,2.37,1.7,2.4,1.61,2.29
33,"23/05/16","1st Round","Martin A.","Munoz De La Nava D.",133,105,438,561,6,2,6,3,4,6,6,4,NA,NA,3,1,2.5,1.5,2.62,1.56,2.65,1.57,2.51,1.52
33,"23/05/16","1st Round","Fratangelo B.","Querrey S.",103,37,567,1135,6,3,6,1,6,7,6,3,NA,NA,3,1,3,1.36,3.05,1.43,3.4,1.44,2.95,1.39
33,"23/05/16","1st Round","Gasquet R.","Bellucci T.",12,57,2725,825,6,1,6,3,6,4,NA,NA,NA,NA,3,0,1.14,5.5,1.18,5.76,1.22,5.8,1.15,5.26
33,"24/05/16","1st Round","Coric B.","Fritz T.",47,67,935,758,6,3,6,1,6,3,NA,NA,NA,NA,3,0,1.28,3.5,1.31,3.85,1.33,3.85,1.29,3.51
33,"24/05/16","1st Round","Jaziri M.","Mayer F.",72,236,751,229,6,4,3,6,6,1,6,2,NA,NA,3,1,1.61,2.2,1.68,2.34,1.68,2.34,1.64,2.23
33,"24/05/16","1st Round","Bedene A.","Melzer G.",66,129,765,452,4,6,6,3,6,4,6,4,NA,NA,3,1,1.44,2.62,1.55,2.64,1.55,2.65,1.49,2.58
33,"24/05/16","1st Round","Berdych T.","Pospisil V.",8,46,2850,955,6,3,6,2,6,1,NA,NA,NA,NA,3,0,1.07,9,1.08,9.87,1.09,9.87,1.07,8.28
33,"24/05/16","1st Round","Tomic B.","Baker B.",22,662,1625,40,6,3,6,4,6,4,NA,NA,NA,NA,3,0,1.36,3,1.39,3.28,1.44,3.28,1.36,3.06
33,"24/05/16","1st Round","Estrella Burgos V.","Marchenko I.",87,71,670,751,7,5,6,4,6,3,NA,NA,NA,NA,3,0,1.5,2.5,1.59,2.52,1.59,2.62,1.53,2.47
33,"24/05/16","1st Round","Thiem D.","Cervantes I.",15,69,2430,755,3,6,6,2,7,5,6,1,NA,NA,3,1,1.06,10,1.05,13.89,1.06,13.89,1.05,10.52
33,"24/05/16","1st Round","Lopez F.","Fabbiano T.",23,117,1550,518,6,4,6,4,3,6,6,2,NA,NA,3,1,1.22,4,1.24,4.55,1.29,4.55,1.24,3.99
33,"24/05/16","1st Round","Darcis S.","Ilhan M.",161,198,331,275,6,3,6,4,6,0,NA,NA,NA,NA,3,0,1.36,3,1.42,3.14,1.44,3.2,1.38,2.99
33,"24/05/16","1st Round","Nadal R.","Groth S.",5,100,5675,585,6,1,6,1,6,1,NA,NA,NA,NA,3,0,1.005,34,1.01,41,1.01,49.75,1.01,23.44
33,"24/05/16","1st Round","Pouille L.","Benneteau J.",31,548,1266,59,6,3,4,6,6,4,7,6,NA,NA,3,1,1.16,5,1.21,5.11,1.27,5.11,1.2,4.49
33,"24/05/16","1st Round","Isner J.","Millman J.",17,61,1965,796,6,7,7,6,7,6,7,5,NA,NA,3,1,1.16,5,1.21,5,1.21,5.25,1.18,4.74
33,"24/05/16","1st Round","Murray A.","Stepanek R.",2,128,8435,459,3,6,3,6,6,0,6,3,7,5,3,2,1.02,19,1.02,21.68,1.03,27.25,1.02,16.32
33,"24/05/16","1st Round","Halys Q.","Chung H.",154,111,347,547,6,1,6,4,6,4,NA,NA,NA,NA,3,0,1.66,2.1,1.87,2.04,1.93,2.15,1.79,2.01
33,"24/05/16","1st Round","Bagnis F.","De Schepper K.",99,143,590,383,6,0,6,2,7,6,NA,NA,NA,NA,3,0,1.66,2.1,1.68,2.33,1.8,2.33,1.66,2.19
33,"24/05/16","1st Round","Carreno Busta P.","Delbonis F.",43,35,995,1165,7,6,6,7,6,4,6,4,NA,NA,3,1,2.37,1.53,2.41,1.64,2.45,1.64,2.34,1.58
33,"24/05/16","1st Round","Cuevas P.","Kamke T.",27,155,1450,342,3,6,6,2,6,3,7,6,NA,NA,3,1,1.11,6.5,1.11,8.2,1.13,8.5,1.1,6.93
